pair_id_clean	pubid	EBI_GOA_nonIntAct
P60484_Q9UJX3	21241890	1
P60484_Q9UJX4	21241890	1
P60484_Q9UJX5	21241890	1
O14745_P60484	16456542	1
O75663_P60510	17384681	1
O15553_P60520	26347139	1
O95352_P60520	11096062	1
O75385_P60520	11146101	1
P60604_Q9UKV5	11724934	1
P60604_Q9UKV5	17681147	1
P31146_P60709	23100250	1
P13688_P60709	17192268	1
P29474_P60709	17502619	1
P60880_Q9UL45	19546860	1
O00555_P60880	8692999	1
P60891_P60891	16939420	1
P60893_P78352	25780553	1
A6NKF1_P60896	16239144	1
P07355_P60903	23091277	1
P07355_P60903	14699089	1
O14649_P60903	12198146	1
O95477_P60953	16443932	1
P35125_P60953	12612085	1
P21333_P60953	10051605	1
O14713_P60953	11807099	1
O14613_P60953	11035016	1
P61006_Q9Y2I9	17646400	1
P61006_Q9Y4I1	24006491	1
P24941_P61024	8601310	1
P24941_P61024	2227411	1
P32121_P61073	10644702	1
P35579_P61073	12421915	1
P61081_P62877	19250909	1
P38398_P61086	17873885	1
O95999_P61088	14695475	1
O95376_P61088	19340006	1
O76064_P61088	22266820	1
P61106_Q9Y4I1	24006491	1
O00716_P61201	17438371	1
P06748_P61201	17438371	1
P19447_P61201	17438371	1
P61201_Q9ULK4	17438371	1
P01106_P61244	15674325	1
P09914_P61313	21612406	1
O75787_P61421	20093472	1
P61421_Q9Y5K8	18752060	1
P21333_P61586	10051605	1
B2RTY4_P61586	15644318	1
O60237_P61586	11067852	1
P10809_P61604	10205158	1
O00255_P61604	9989505	1
P32856_P61764	12773094	1
P61769_Q30201	9465039	1
P61769_Q30201	9546397	1
P61769_Q30201	9990067	1
P37173_P61812	11157754	1
P37173_P61812	1333888	1
P05067_P61812	2119582	1
P37173_P61812	7852346	1
P61916_Q9UHC9	22095670	1
P17612_P61925	21812984	1
P61962_Q9Y463	14593110	1
O15047_P61964	17998332	1
P40121_P61970	18266911	1
P61970_P62826	18266911	1
P61970_P62826	10679025	1
P37198_P61970	7744965	1
P04049_P61981	10433554	1
P61981_Q9UQC2	19172738	1
P08069_P61981	12482592	1
P61981_Q9UBF8	23572552	1
P62072_P62072	16387659	1
P62072_Q9Y5J7	16387659	1
O14672_P62079	23091066	1
O75807_P62136	21518769	1
O75807_P62136	12556489	1
O60285_P62140	20354225	1
O14974_P62140	11067852	1
O60237_P62140	11067852	1
P62158_Q9UQM7	20668654	1
P35125_P62158	16127172	1
P11171_P62158	10692436	1
O43303_P62158	16760425	1
P10636_P62158	3111527	1
P08047_P62195	10816420	1
P19447_P62195	9173976	1
P10828_P62195	7870181	1
O60337_P62253	15673284	1
O60260_P62253	11439185	1
P17542_P62256	20028976	1
P62258_Q9UQC2	19172738	1
O60260_P62258	19725078	1
P62258_Q9UQL6	10869435	1
P62258_Q9UBF8	23572552	1
P11388_P62258	10788521	1
O14744_P62318	17709427	1
_P62318	18082603	1
P62324_Q9UIV1	9820826	1
P17482_P62324	10617598	1
O75154_P62330	18511905	1
P35125_P62330	15509780	1
P62330_Q9ULP9	20727515	1
O75154_P62330	17030804	1
O75154_P62330	16148947	1
P62491_Q9ULV0	17462998	1
O75154_P62491	16148947	1
O75154_P62491	17030804	1
O75154_P62491	15601896	1
P62491_Q9Y4I1	24006491	1
P62491_Q9Y3P9	17562788	1
P62491_Q9UHC9	19542231	1
O75154_P62491	18511905	1
O75154_P62491	17007872	1
P15170_P62495	9712840	1
P26651_P62714	21784977	1
P08238_P62753	16314389	1
P62805_Q9Y468	17540172	1
P62805_Q9Y468	18474616	1
P62805_P68431	25615412	1
P62805_P84243	25615412	1
P62805_Q9UIF9	22368283	1
P14316_P62805	9540062	1
P62805_Q9Y468	18408754	1
P62805_P68431	20498094	1
P26374_P62820	15186776	1
P18754_P62826	1961752	1
O15392_P62826	18591255	1
O00522_P62834	17916086	1
P62834_Q9Y4G8	11359771	1
P62834_Q9Y4G8	10608844	1
O95628_P62837	15001359	1
P62879_Q9UQD0	26900580	1
P62879_Q9UBB4	16498633	1
P29590_P62913	15195100	1
P05067_P62942	24499793	1
O15105_P62942	16720724	1
P36896_P62942	16720724	1
P62942_Q92990	11164950	1
P25686_P62987	15936278	1
P62987_Q9UMX0	15147878	1
P23469_P62993	10980613	1
P04629_P62993	15488758	1
P62993_Q9UQC2	19172738	1
P29353_P62993	8491186	1
P35568_P62993	8388384	1
P00533_P62993	10026169	1
P00533_P62993	12577067	1
P0DJD3_P62995	12165565	1
P38159_P62995	12165565	1
A6NDE4_P62995	10749975	1
P35125_P63000	12612085	1
P21333_P63000	10051605	1
P63000_Q03135	24625804	1
P63000_Q9Y5S8	16636067	1
O14713_P63000	11807099	1
O43157_P63000	19843518	1
P16144_P63000	19403692	1
O95292_P63027	9920726	1
P41743_P63027	17313651	1
P63092_Q9UNF1	27120771	1
P31749_P63104	10102273	1
P63104_Q9UQC2	19172738	1
P63104_P98177	16114898	1
O60260_P63104	19725078	1
P63104_Q9UBF8	23572552	1
P63146_Q9UBW7	12776193	1
P30153_P63151	9847399	1
P04637_P63151	17245430	1
P29590_P63165	9885291	1
P63165_P63279	12072434	1
P29590_P63165	17081985	1
P23396_P63165	21968017	1
O15111_P63167	18579519	1
P03372_P63167	15891768	1
O43313_P63167	22167198	1
P12270_P63167	20133940	1
P63172_P63172	17965411	1
O14640_P63172	10644691	1
O14641_P63172	10644691	1
P63208_Q9UKT5	20181953	1
P19474_P63208	16880511	1
P63208_Q9UKB1	20347421	1
P63215_Q9UQD0	26900580	1
P08865_P63220	10079194	1
O00560_P63241	15371445	1
P21980_P63241	9442029	1
P10275_P63244	17108144	1
P28827_P63244	11278757	1
O75131_P63244	20010870	1
P21439_P63244	19674157	1
P01112_P63244	14500341	1
O75460_P63244	20103773	1
P63244_Q9Y561	12809483	1
O60260_P63261	21753002	1
O00267_P63272	9450929	1
P29590_P63279	9885291	1
P26358_P63279	19450230	1
P35520_P63279	17087506	1
P23497_P63279	11313457	1
P63279_Q9Y3V2	23469069	1
P05549_P63279	12072434	1
O00429_P63279	19638400	1
P23396_P63279	21968017	1
P19429_P63316	7957210	1
P19429_P63316	15542288	1
P19429_P63316	10806205	1
P19429_P63316	11735257	1
O75663_P67775	17384681	1
P30153_P67775	9847399	1
P04637_P67775	17245430	1
P27695_P67809	18809583	1
P32455_P67809	24337748	1
P67809_Q9UKV8	17932509	1
P67809_Q9UL18	17932509	1
P37023_P67870	19592636	1
P67936_Q9ULZ3	24407287	1
O60260_P68036	12628165	1
P68036_Q9Y4X5	21532592	1
O60260_P68036	21532592	1
P04150_P68036	17003263	1
P68036_Q9Y4X5	11278816	1
P68036_Q9Y4X5	10521492	1
O60260_P68036	10888878	1
O95376_P68036	19340006	1
O95376_P68036	16118314	1
O95863_P68104	24209753	1
O75312_P68104	9852145	1
P24855_P68133	12849983	1
O60260_P68363	21753002	1
P37840_P68363	11698390	1
P29590_P68400	20625391	1
P29590_P68400	22406621	1
P25054_P68400	11972058	1
O75970_P78310	15364909	1
P13612_P78310	12869515	1
P78310_P78310	14978041	1
P35222_P78310	12297051	1
P78317_Q9UHF7	12885770	1
P01375_P78325	12777399	1
P10747_P78325	12777399	1
P32970_P78325	12777399	1
P14151_P78325	17548643	1
O95633_P78325	15574124	1
P78330_P78330	12777757	1
P28069_P78337	26612202	1
P22459_P78352	7477295	1
O15534_P78368	15917222	1
O60260_P78371	21753002	1
P78504_Q9UM47	11006133	1
P22415_P78527	19303849	1
P35625_P78536	18638486	1
P78536_Q9UI95	10527948	1
O43847_P78536	18355445	1
P05556_P78536	14970227	1
P08648_P78536	14970227	1
P36897_P78536	18625725	1
P26045_P78536	12207026	1
P08887_P78536	16034137	1
P20226_P78545	10391676	1
P12956_P78545	15075319	1
P13010_P78545	15075319	1
P78545_Q9UKI9	12624109	1
P12004_P78549	15358233	1
P28715_P78549	15358233	1
P32246_P80098	10660125	1
P32246_P80098	7545673	1
P80404_P80404	15528998	1
P19544_P80723	14701728	1
P35579_P83110	22229724	1
P14678_P83369	12975319	1
_P83369	18082603	1
O95400_P83876	15840814	1
P23497_P83916	9636146	1
P84022_P84022	8774881	1
P26367_P84022	17251190	1
P01100_P84022	9732876	1
P05412_P84022	9732876	1
P36896_P84022	9892009	1
P12755_P84022	19049980	1
O00255_P84022	11274402	1
P84022_Q9Y2U8	15647271	1
P36897_P84022	9311995	1
P35813_P84022	16751101	1
P84022_Q9Y4E8	21947082	1
O75593_P84022	21828274	1
P12755_P84022	17469184	1
P12757_P84022	17469184	1
P84022_P84022	20129061	1
P84022_P84550	17292623	1
O95405_P84022	9865696	1
O15165_P84022	24627487	1
O75154_P84085	17030804	1
P84090_Q9Y3Y2	25284789	1
P84243_Q9UER7	20651253	1
P98073_Q9ULZ3	24407287	1
P98082_Q9UM54	15837803	1
P13569_P98082	15247260	1
P30533_P98155	8083232	1
O15259_P98161	20856870	1
P01308_P98164	9773776	1
P98168_P98168	17493635	1
O14618_P98170	20154138	1
O00165_P98170	20171186	1
O43464_P98170	11602612	1
O15392_P98170	21536684	1
O94966_P98170	21849505	1
P11831_P98177	16054032	1
P11487_P15880	16263090	1
O43680_P15923	12493738	1
O75593_P15923	21828274	1
O96004_P15923	11802795	1
P14923_P15924	16917092	1
P15924_Q9UMD9	12482924	1
O00255_P15927	12509449	1
P15927_P23025	7700386	1
P04637_P15941	15710329	1
P16050_P30086	21831839	1
P16066_P16860	12727915	1
P01160_P16066	1660465	1
P16066_P16860	1660465	1
O00213_P16104	19234442	1
P16104_P32121	16820410	1
P16109_P25063	15633604	1
P16109_P25063	9129046	1
P09467_P16118	10222032	1
O95136_P16144	24851274	1
P16144_P20073	24007983	1
P16144_Q9UMD9	12482924	1
P02730_P16157	379653	1
P11277_P16157	8159688	1
P15336_P16220	19861239	1
P12980_P16220	18160048	1
O15405_P16220	21172805	1
P15692_P16234	17470632	1
P01127_P16234	2536956	1
P04085_P16234	2536956	1
P09619_P16234	2542288	1
P15311_P16278	15498789	1
P16284_P30411	18672896	1
P16298_P19634	22688515	1
P16333_P20042	11959995	1
P16333_P19525	18835251	1
P16333_Q9UKE5	10521462	1
P00533_P16333	10026169	1
P16333_P29317	23358419	1
P07766_P16333	12110186	1
O95471_P16422	16054130	1
P01241_P16471	7984244	1
P05408_P16519	7913882	1
P16615_P23297	12804600	1
P16615_P23327	17526652	1
P16870_Q9UHC6	19166515	1
P17050_P17050	19683538	1
P17066_Q9UDY4	21231916	1
P17066_P31689	21231916	1
P17066_P25686	21231916	1
P17066_P25685	21231916	1
O75953_P17066	21231916	1
O75190_P17066	21231916	1
O60884_P17066	21231916	1
O75798_P17096	10428834	1
P05412_P17096	10428834	1
P13631_P17096	10428834	1
P17096_P19793	10428834	1
P17096_P37231	10428834	1
O75689_P17252	12893243	1
P01160_P17342	1660465	1
P16860_P17342	1660465	1
P17480_Q9UPP1	20208542	1
P17480_P19338	16777843	1
O00255_P17535	9989505	1
O60341_P17542	19497860	1
O00268_P17544	15735663	1
P17612_P41240	17911601	1
P15311_P17612	17911601	1
P13861_P17612	17911601	1
P10644_P17612	17911601	1
P10644_P17612	21812984	1
P13861_P17612	21812984	1
P17612_P31321	21812984	1
P17612_P31323	21812984	1
O15061_P17661	11353857	1
P17676_P35638	20829347	1
P06239_P17706	22080863	1
P08581_P17706	18819921	1
P17706_P40763	12359225	1
P17706_P23458	11909529	1
P17813_P37173	15702480	1
P17813_P37023	15702480	1
P17813_P36897	15702480	1
P17813_P37173	12015308	1
P17813_P36897	12015308	1
P17813_P27037	9872992	1
P17813_P18075	9872992	1
P10600_P17813	9872992	1
P10600_P17813	1326540	1
P01137_P17813	1326540	1
P01137_P17813	8370410	1
P17813_P17813	8370410	1
P17813_P36897	18974388	1
P17813_P37023	18974388	1
P17844_Q9UKV8	17932509	1
P17844_Q9UL18	17932509	1
O15294_P17858	22923583	1
P08237_P17858	6444721	1
P17858_P17858	6444721	1
P17861_P17861	16461360	1
O15379_P17861	25190803	1
P17861_P31749	25190803	1
P17861_P27986	20348923	1
P17931_P24539	19016746	1
P05019_P17936	10766744	1
P01308_P17936	9388210	1
P15692_P17948	10471394	1
P15692_P17948	11513746	1
P15692_P17948	1312256	1
O60260_P17987	21753002	1
P18031_P32929	22169477	1
P08581_P18031	18819921	1
P18031_P29320	21135139	1
P18074_P19447	8652557	1
P18074_P28715	8652557	1
P18074_P32780	8652557	1
P04637_P18074	7663514	1
P18074_Q9Y3D0	20797633	1
P18075_P35555	18339631	1
P18075_P35556	18339631	1
P18124_P18124	8441630	1
P11532_P18206	16803572	1
P12814_P18206	15988023	1
O60260_P18206	19725078	1
P18206_P35221	9700171	1
P18206_Q9Y490	15070891	1
O15061_P18206	18028034	1
P18206_Q9Y4G6	10320934	1
O60504_P18206	9885244	1
P18206_Q9Y3I0	15163412	1
O95166_P18507	9892355	1
P18509_P41586	17470806	1
P18510_P27930	1830582	1
P18564_P35555	17158881	1
P18754_P32121	16820410	1
P08913_P18825	16605244	1
P18827_Q9Y251	15292202	1
P18847_P35638	8622660	1
O15078_P18848	16682973	1
P18848_P35638	11478948	1
P18848_P35638	18940792	1
P18850_P35443	22682248	1
P18887_P27695	19934257	1
O75901_P19021	9837933	1
P14923_P19022	7650039	1
P19022_P35221	7650039	1
O43561_P19174	14722116	1
P09327_P19174	17229814	1
P04629_P19174	15488758	1
O15530_P19174	22454520	1
O60656_P19224	20610558	1
P19224_P19224	20610558	1
P19224_P22309	20610558	1
P19224_P22310	20610558	1
P19224_P35503	20610558	1
P06729_P19256	17344209	1
P06729_P19256	7544493	1
P15311_P19320	12082081	1
P19320_P26038	12082081	1
P11940_P19338	20221403	1
P19338_P26651	20221403	1
P01106_P19338	15674325	1
P19338_P35579	16403913	1
P06748_P19338	16648475	1
O94763_P19388	12737519	1
P19419_P28069	26612202	1
P19419_Q9UI95	17296730	1
P19429_Q9UKA8	16516408	1
P19438_P42224	10848577	1
P04637_P19447	7663514	1
P19447_P29084	7926747	1
P19447_P29083	7926747	1
P19447_P32780	8652557	1
P19447_P28715	8652557	1
P19474_Q9UKB1	16880511	1
O14920_P19474	19675099	1
P11021_P19474	8666824	1
P19474_P27797	8666824	1
O15553_P19474	26347139	1
O75385_P19474	26347139	1
O95166_P19474	26347139	1
O00463_P19525	15121867	1
P19525_Q9Y4K3	15121867	1
O14862_P19525	22801494	1
P06748_P19525	12882984	1
P19544_P19544	8119964	1
O43745_P19634	21392185	1
P19784_P25054	11972058	1
P11473_P19793	17426122	1
O14503_P19793	19786558	1
P19793_Q9Y618	19786558	1
P10276_P19793	19917671	1
O60869_P19793	12040021	1
P19801_P19801	19764817	1
P09525_P19838	20237821	1
O43707_P19838	25411248	1
O00255_P19838	11526476	1
P19838_P20749	16108830	1
P19838_P20749	16306601	1
P12980_P19838	10023675	1
P19838_P20749	8196632	1
P14598_P19878	7938008	1
P13498_P19878	11733522	1
P08476_P19883	16198295	1
P09529_P19883	12697670	1
O75340_P20073	18256029	1
P20073_P30626	9268363	1
P04637_P20226	1465435	1
P05412_P20226	12676957	1
P20226_Q9UKV8	25336585	1
P20226_Q9UL18	25336585	1
P20226_P21675	7729427	1
P20226_P20226	15207618	1
P09429_P20226	8006019	1
O60869_P20226	12040021	1
P20226_P21675	7680771	1
P20226_Q9ULM3	18838386	1
P20231_P35237	14670919	1
P09917_P20292	19233132	1
P20333_P42224	10848577	1
P20333_P37198	11244088	1
O94972_P20333	11279055	1
P20336_Q9Y4I1	24006491	1
P20337_Q9Y4I1	24006491	1
P20338_Q9Y3P9	17562788	1
P20338_P31645	18227069	1
P20339_Q9UJ41	23382462	1
O75503_P20339	22431521	1
P20339_Q9UKG1	15016378	1
P20339_P24386	7957092	1
P20340_Q9Y4I1	24006491	1
O43257_P20393	17892483	1
P20585_Q9UQ84	11427529	1
P12004_P20585	11005803	1
O00148_P20591	21859714	1
P20594_P23582	1672777	1
P20594_P23582	26980729	1
P20594_P23582	1660465	1
P05362_P20701	1448173	1
P13598_P20701	1448173	1
P20701_P32942	1448173	1
P07101_P20711	19703902	1
P20749_P40763	16306601	1
P20749_P42224	16306601	1
O95999_P20749	16280327	1
O00625_P20749	10362352	1
P10275_P20794	16951154	1
P20794_Q9UM11	21986944	1
P20800_P24530	1713452	1
P20823_P20823	1677179	1
P20823_P35680	1677179	1
P20823_P20823	12453420	1
P20823_Q9Y463	11980910	1
P20827_P29317	15777695	1
P20848_P27824	23826168	1
P20848_P30101	23826168	1
P04003_P20851	14607961	1
P09619_P20936	2157284	1
P06239_P20936	8618896	1
P20936_Q13501	8618896	1
P00533_P20936	2176151	1
P01112_P20936	9219684	1
P01112_P20936	2122974	1
P21266_P21266	8373352	1
P21333_P26010	21524097	1
P11233_P21333	16291724	1
P13688_P21333	16291724	1
P14416_P21333	10692483	1
P21333_P35462	10692483	1
P13224_P21333	4044584	1
P07359_P21333	25666618	1
P11233_P21333	10051605	1
P05107_P21333	19828450	1
P07359_P21333	19828450	1
P21333_P26010	19828450	1
P12314_P21333	18322202	1
P04201_P21333	26460884	1
P21333_P25100	26460884	1
P21333_P30556	26460884	1
P21333_P35462	26460884	1
P21333_Q9UBF9	16076904	1
P21399_Q9UKA1	19762596	1
P21399_Q9UKA1	19762597	1
O95136_P21453	24851274	1
P21580_Q9Y6K9	15474016	1
P21580_Q9Y4K3	11463333	1
P0CG48_P21580	19285159	1
P21580_Q9UDY8	18223652	1
P21675_P35269	7590250	1
O00268_P21675	7729427	1
P06400_P21675	9858607	1
P21675_P35269	8625415	1
P04637_P21675	15053879	1
P10323_P21754	15950651	1
O14917_P21754	19945174	1
P21754_Q9Y3D3	19945174	1
P12236_P21796	21370995	1
O15520_P21802	19224135	1
P21802_P21802	16844695	1
P09038_P21802	10830168	1
P06127_P21854	1711157	1
P00533_P21860	10572067	1
P04626_P21860	10572067	1
P21860_P27986	10572067	1
P21860_Q9UQ80	16832058	1
P04626_P21860	7556068	1
P21926_Q9P2B2	11278880	1
O75691_P22087	17498821	1
O00567_P22087	17636026	1
P22087_Q9UHK0	17636026	1
O60888_P22303	10800960	1
P22303_P22303	12524166	1
O60656_P22309	20610558	1
P22309_P22309	20610558	1
P22309_P22310	20610558	1
P22309_P35503	20610558	1
O60656_P22310	20610558	1
P22310_P22310	20610558	1
P22310_P35503	20610558	1
O14713_P22392	11919189	1
P06213_P22413	11289049	1
P09874_P22415	19303849	1
P22415_Q9UKV0	19303849	1
P22415_P22415	8576131	1
O95750_P22455	17627937	1
O95750_P22455	10525310	1
P22460_P35609	10812072	1
P12931_P22460	8953041	1
O43603_P22466	25691535	1
P22531_P22735	9722562	1
P22557_Q9P2R7	14643893	1
P22557_Q9P2R7	10727444	1
P22557_P40337	16234850	1
P05230_P22607	12815063	1
P22626_P22626	15703215	1
P22626_P26651	21784977	1
P22670_P35611	16289097	1
O15357_P22681	5668240	1
P22681_Q9Y2R2	10068674	1
P22735_P23490	7592852	1
P22735_P35321	10066784	1
P22735_Q9UBC9	10510474	1
P22736_P40305	22427340	1
P22748_Q9Y6R1	15563508	1
P07992_P23025	8197175	1
P23025_P23025	8197175	1
P07992_P23025	17720715	1
P23025_P27694	7700386	1
P07992_P23025	9013642	1
O95714_P23025	20304803	1
EBI-6397384_P23142	7642629	1
P02751_P23142	9278415	1
P05067_P23142	11238726	1
P02751_P23142	1400330	1
P23142_P29279	9927660	1
O14817_P23229	9360996	1
P23284_Q9Y613	15095401	1
P23297_P23297	10913138	1
P04271_P23297	10913138	1
P04406_P23381	15628863	1
P23396_P27361	15950189	1
O94826_P23396	23911537	1
P15531_P23396	16814409	1
P06493_P23396	21871177	1
P13051_P23396	18973764	1
P23396_Q04206	18045535	1
P23396_P31749	20605787	1
P23396_P27695	15518571	1
O15527_P23396	15518571	1
O94763_P23443	17936702	1
P23443_P35568	18952604	1
O43312_P23468	12570871	1
P23470_P23470	19167335	1
P23497_Q9UKL3	17245429	1
P14921_P23497	11909962	1
P15036_P23497	11909962	1
O60934_P23497	12470659	1
P23497_P23497	9636147	1
P23497_P26583	9636147	1
P23497_P23497	9636146	1
P23508_P35222	18591935	1
O14745_P23508	19555689	1
P15311_P23508	19555689	1
P23511_Q9UKY1	10571058	1
P23511_Q9Y6X8	12741956	1
O95292_P23763	9920726	1
P10275_P23769	23887938	1
P23769_P29590	10938104	1
P07327_P23769	16153155	1
P23771_P32519	19674970	1
O00255_P23771	20484083	1
P10242_P23771	20484083	1
P23771_Q9UJU2	18445004	1
P23975_P37840	17156375	1
O15162_P24158	17712045	1
P11802_P24385	19124461	1
O15379_P24385	18417529	1
P24385_Q01101	18417529	1
O75604_P24385	19917254	1
P06850_P24387	18234674	1
P24468_P24468	18798693	1
P24468_Q9UBK2	18798693	1
P24468_Q9Y6Q9	18798693	1
P05305_P24530	1713452	1
P14138_P24530	1713452	1
O43306_P24588	17081159	1
P13861_P24588	17911601	1
P05019_P24593	10766744	1
P07996_P24593	15700281	1
O15047_P24928	17998332	1
P24928_Q9UPS6	17998332	1
P24928_Q9UL03	16239144	1
P24928_P26368	21536736	1
O00255_P24928	14992727	1
O14744_P24928	26700805	1
P24928_Q9UPN6	18550522	1
O00267_P24928	10075709	1
O60563_P24928	15563843	1
O60583_P24928	15563843	1
O75179_P24941	19150984	1
O43303_P24941	12361598	1
P24941_P33552	2227411	1
P10145_P25024	1840701	1
P10145_P25025	1840701	1
O15169_P25054	9601641	1
P25054_P35222	11533658	1
O43684_P25054	11283619	1
P25054_Q9UGI0	18281465	1
P14923_P25054	7890674	1
P25054_P35222	7890674	1
P25054_P35222	10773885	1
P25054_P35222	9707618	1
O43815_P25054	18502210	1
P07948_P25063	8753773	1
P11362_P25063	8753773	1
P25098_P25103	17986524	1
P11233_P25098	19306925	1
P25103_P34947	17986524	1
P25106_P32121	22300987	1
P25106_P32121	22457824	1
P25116_P35232	24732013	1
P25116_P25116	1672265	1
O75179_P25205	19150984	1
P06400_P25208	19223331	1
P09429_P25208	19223331	1
P01106_P25490	15674325	1
P25685_Q9UNF1	27120771	1
P0DMV8_P25685	23921388	1
P0DMV9_P25685	23921388	1
P11142_P25685	23921388	1
P0DMV8_P25685	21231916	1
P0DMV9_P25685	21231916	1
O60260_P25686	20889486	1
P11142_P25686	15936278	1
P0DMV8_P25686	21231916	1
P0DMV9_P25686	21231916	1
P04196_P25705	19285951	1
P00747_P25705	10077593	1
P25713_P37840	21320589	1
P02751_P25774	22952693	1
P25786_Q9UM47	17292860	1
P25788_Q9UNE7	11146632	1
P25791_Q86U70	16314316	1
P15311_P25815	25554515	1
P08246_P25942	12223522	1
O94972_P25942	11279055	1
P25942_P29965	9468137	1
P25963_Q9UKB1	20347421	1
P06239_P25963	16195219	1
P25963_Q9Y3V2	23469069	1
P25963_Q9Y297	9859996	1
P26006_P27797	1911778	1
O14817_P26006	9360996	1
P26006_P48509	24220332	1
P26038_P32942	12082081	1
O94804_P26038	19255442	1
P15311_P26038	7844168	1
A6NIX2_P26196	20616046	1
P26196_Q9UGP4	20616046	1
C9JLW8_P26196	26184334	1
A5YKK6_P26196	24768540	1
P26232_Q9UID6	16182284	1
P26368_Q9UMS4	21536736	1
P08887_P26441	12643274	1
P26447_P35579	15479433	1
P26447_P35579	14640694	1
P26651_Q9UIV1	25106868	1
P26651_Q96F86	16364915	1
P11940_P26651	20221403	1
P26651_Q9Y6R4	20221403	1
P26651_P35658	14766228	1
A5YKK6_P26651	23644599	1
P26651_Q9ULM6	15687258	1
O15492_P26651	21784977	1
O43597_P26651	21784977	1
O95198_P26651	21784977	1
P01375_P26651	21784977	1
P10147_P26651	21784977	1
P26651_P36543	21784977	1
P26651_Q9UKV8	15766526	1
A5YKK6_P26651	25038453	1
P26651_Q9UIV1	25038453	1
P13747_P26715	18448674	1
P13747_P26717	18448674	1
P13688_P26718	23696226	1
P26718_Q9UBK5	15294961	1
P26718_Q9UBK5	10426994	1
P26842_P32970	12324477	1
O15304_P26842	9177220	1
O15304_P26842	16683188	1
P26992_P40189	12707266	1
P26992_Q9UBD9	15272019	1
P27037_P36896	8622651	1
P05111_P27037	10746731	1
P05111_P27037	9032295	1
P08476_P27037	9032295	1
P27348_Q9UQC2	19172738	1
P27348_Q9UBF8	23572552	1
P05783_P27348	10954706	1
P12270_P27361	18794356	1
P27361_Q9UIG0	19776015	1
O75787_P27449	20093472	1
P10415_P27469	19706769	1
P00813_P27487	7594462	1
P11717_P27487	10900005	1
P00813_P27487	8101391	1
P00813_P27487	14684150	1
P27487_P27487	14684150	1
P27487_P27487	15448155	1
P27540_P35869	9079689	1
P27540_Q9UBP5	10692439	1
P27540_Q9Y5J3	10692439	1
P09884_P27694	1311258	1
P27694_Q86UA6	16135809	1
P10599_P27695	11118054	1
P05388_P27695	19188445	1
P05787_P27695	19188445	1
P06748_P27695	19188445	1
P27695_P30041	19188445	1
P27695_Q9UMS4	19188445	1
P12956_P27695	8621488	1
P13010_P27695	8621488	1
P06746_P27695	9207062	1
P12544_P27695	12524539	1
P14866_P27695	11809897	1
P27707_P27707	12808445	1
P27797_P30460	15056662	1
P07948_P27815	11306681	1
P01009_P27824	23826168	1
P27986_Q9UKC9	23604317	1
P27986_P35568	7782332	1
P06213_P27986	7537849	1
P04629_P27986	15488758	1
P06213_P27986	8276809	1
P08069_P27986	7541045	1
O95456_P28066	16251969	1
P28069_Q9UBR4	26612202	1
P28161_P28161	8373352	1
P28288_P40855	16344115	1
P28288_P40855	11590176	1
P28288_P40855	11883941	1
P28288_P40855	10704444	1
P28288_P33897	17609205	1
P28288_P40855	11453642	1
P28288_P40855	10777694	1
P07858_P28325	8083219	1
O60683_P28328	10837480	1
P28328_P40855	11590176	1
O75251_P28331	15186778	1
P12004_P28340	24939902	1
P04637_P28360	15705871	1
P12270_P28482	18794356	1
P12270_P28482	22253824	1
O75121_P28482	24735981	1
P28676_P30626	12804766	1
P28676_P28676	11717497	1
P28698_P28698	16950398	1
P28715_P32780	8652557	1
P12004_P28715	9305916	1
P28715_P28715	10026181	1
P06400_P29274	11571652	1
P13688_P29350	23696226	1
P29350_Q9UGN4	16254138	1
P29350_Q9UGN4	10540326	1
O75022_P29350	18802077	1
P29350_Q9UKJ0	10660620	1
P29350_Q9UGN4	16339535	1
P13688_P29350	18424730	1
P06213_P29353	7537849	1
P04629_P29353	15488758	1
P29353_Q9UQC2	19172738	1
O75131_P29353	20010870	1
P06213_P29353	7559478	1
P08069_P29353	7541045	1
O00327_P29375	21960634	1
O15516_P29375	21960634	1
P29459_P29460	1674604	1
P29459_P29460	11023671	1
E7ENE1_P29460	11023671	1
E9PGR3_P29460	11023671	1
O60595_P29460	11023671	1
O95361_P29466	16575408	1
P29466_Q9Y2G2	15030775	1
P10636_P29466	12888622	1
P29474_Q9Y314	11149895	1
P29475_Q9Y314	11149895	1
P07711_P29508	21383048	1
P09884_P29558	10869558	1
P29590_Q9ULZ3	24407287	1
P05412_P29590	15626733	1
O75928_P29590	22406621	1
P14373_P29590	9570750	1
O15379_P29590	11259576	1
P04637_P29590	11080164	1
O15055_P29590	22274616	1
O15119_P29590	22002537	1
A7UKY0_P29590	15195100	1
P29590_P33076	23007646	1
P06400_P29590	9448006	1
P29590_Q9UER7	10669754	1
P29590_P29590	9230084	1
O96017_P29590	12402044	1
P14618_P29590	18298799	1
P04637_P29590	12915590	1
P10912_P29597	10502458	1
P09601_P29692	21597468	1
P10747_P29965	15067037	1
P05067_P29972	18509662	1
P30039_Q9Y3F4	17929853	1
O60260_P30041	19725078	1
P30047_P30793	9092499	1
P30047_P30793	16696853	1
O43283_P30048	12492477	1
O15287_P30048	17060495	1
P04049_P30086	21831839	1
P01009_P30101	23826168	1
P30153_Q9Y5P8	9847399	1
P04637_P30153	17245430	1
O96017_P30304	11298456	1
P12821_P30411	17077303	1
