Pubmed	Owner	Status	Admin Users	Admin Groups	
16857725	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12574859	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19956569	PMDaemon	NEW		IMEX CURATORS
17186020	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20084294	PMDaemon	NEW		IMEX CURATORS
9207002	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17697368	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17227821	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16239300	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
24844881	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19299583	PMDaemon	DISCARDED	ADMIN	ADMIN,DIP,IMEX CURATORS
19203388	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15496416	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8895318	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16407784	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19419578	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10733567	PMDaemon	NEW		IMEX CURATORS
17561993	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15726626	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8029640	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17392586	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
22040655	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17326328	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20181105	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
14581002	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15113403	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21876767	PMDaemon	NEW		IMEX CURATORS
19534795	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12887271	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15777802	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19099573	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
22039435	PMDaemon	NEW		IMEX CURATORS
16455647	intact	RELEASED	ADMIN,mgt	ADMIN,INTACT,IMEX CURATORS
17341133	PMDaemon	NEW		DIP,IMEX CURATORS
21766022	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12469180	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20687930	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18334025	PMDaemon	NEW		IMEX CURATORS
19308682	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9456329	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15913575	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21785598	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18426974	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12098667	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19279403	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19926662	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21072271	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9874564	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20587078	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21199956	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18538002	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19925644	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21649908	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17205124	PMDaemon	NEW		IMEX CURATORS
21900495	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9595428	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15998242	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17875935	PMDaemon	NEW		IMEX CURATORS
18404417	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21623603	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19232066	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21281484	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20459599	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21767350	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17264115	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20808443	PMDaemon	NEW		IMEX CURATORS
21994719	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17173689	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19997580	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15320730	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21774828	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15492000	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17369848	PMDaemon	NEW	ADMIN	ADMIN,INTACT,IMEX CURATORS
12192034	PMDaemon	NEW		IMEX CURATORS
15654973	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
7594491	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18831788	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17898078	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16769775	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
7774014	PMDaemon	NEW	ADMIN	ADMIN,INTACT,IMEX CURATORS
9786878	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17115031	PMDaemon	NEW	ADMIN	ADMIN,DIP,IMEX CURATORS
18045485	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19920867	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17407548	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18391982	PMDaemon	NEW	ADMIN	ADMIN,INTACT,IMEX CURATORS
16684768	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20174472	PMDaemon	NEW		IMEX CURATORS
15498814	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11927634	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18684318	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17057368	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19278650	PMDaemon	NEW	ADMIN	ADMIN,DIP,IMEX CURATORS
19398758	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20204172	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11884470	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
1311314	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21653551	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17380311	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21076181	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20161822	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21394098	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15983058	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15636423	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21906307	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10485589	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21085491	PMDaemon	NEW		IMEX CURATORS
15535835	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17088287	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19037660	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15987444	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15489004	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19707560	PMDaemon	NEW		IMEX CURATORS
15096511	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15367672	PMDaemon	NEW		IMEX CURATORS
20724438	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19208642	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16001330	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19750024	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19692591	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18315837	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15657443	PMDaemon	NEW		IMEX CURATORS
17381824	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21113024	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8631775	intact	RELEASED	ADMIN,lperfetto	ADMIN,MINT,INTACT CURATORS,IMEX CURATORS
8979268	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20392290	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21876762	PMDaemon	NEW		IMEX CURATORS
12900393	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16368885	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17557111	PMDaemon	NEW		MINT,IMEX CURATORS
20625487	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10087267	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11250706	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21949845	PMDaemon	NEW		IMEX CURATORS
15661896	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18415116	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19862326	PMDaemon	NEW		IMEX CURATORS
20016852	PMDaemon	NEW		IMEX CURATORS
15923619	PMDaemon	NEW		IMEX CURATORS
22125448	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
14690548	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
28125719	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15199065	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20064876	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15749829	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17151076	intact	RELEASED	phantom	INTACT CURATORS,UNIPROT,IMEX CURATORS
20814433	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20029648	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15043764	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15165288	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16602827	PMDaemon	NEW		DIP,IMEX CURATORS
21409565	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9687533	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21044305	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20811617	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15800215	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18515569	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10330148	PMDaemon	NEW		IMEX CURATORS
21897866	PMDaemon	NEW		IMEX CURATORS
18215321	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20156317	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15258809	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21072323	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19804633	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19615077	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9815978	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21124998	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
14681017	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19065997	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21614094	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16476778	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20571082	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18490513	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21335549	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
7494001	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20182529	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11250726	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19064666	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21383861	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18653463	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11604417	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9166404	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10366600	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21829468	PMDaemon	NEW		IMEX CURATORS
18046911	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21283767	PMDaemon	NEW		IMEX CURATORS
18416826	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
7687740	PMDaemon	NEW		IMEX CURATORS
19401772	PMDaemon	NEW		IMEX CURATORS
21991434	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20091762	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8241949	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15581622	miannuccelli	RELEASED	phantom	MINT,INTACT CURATORS,IMEX CURATORS
20470376	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21151670	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
22043306	PMDaemon	NEW		IMEX CURATORS
21249207	PMDaemon	NEW		IMEX CURATORS
18162525	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15579904	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21103350	PMDaemon	NEW		IMEX CURATORS
19282884	PMDaemon	NEW		MINT,IMEX CURATORS
19707339	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16825188	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20567632	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10913197	PMDaemon	NEW		IMEX CURATORS
7907978	PMDaemon	NEW		MINT,IMEX CURATORS
21303493	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20553580	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17764157	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16683072	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
22125537	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21050422	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20727227	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15138272	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19337458	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19716788	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12377104	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8759729	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20830311	PMDaemon	NEW		IMEX CURATORS
10899906	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
24824519	PMDaemon	NEW		IMEX CURATORS
21298017	PMDaemon	NEW		IMEX CURATORS
17052120	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20843981	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21267540	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20617141	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21470407	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8530413	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15643424	PMDaemon	NEW	ADMIN	ADMIN,DIP,IMEX CURATORS
15987703	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18321849	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21695276	PMDaemon	NEW		IMEX CURATORS
21949667	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
7509445	PMDaemon	NEW		IMEX CURATORS
16027153	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21943323	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21139993	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20631911	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20054445	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16306087	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10727462	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21554733	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16260747	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19888210	PMDaemon	NEW		IMEX CURATORS
21572642	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17146436	PMDaemon	NEW	ADMIN	ADMIN,INTACT,IMEX CURATORS
18047674	PMDaemon	NEW		IMEX CURATORS
21272574	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10371763	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18826597	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21450806	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17567605	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9271587	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18248679	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15214968	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17615542	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15920022	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21887278	PMDaemon	NEW		IMEX CURATORS
12900443	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17287464	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19956735	PMDaemon	NEW		IMEX CURATORS
12060669	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19798438	PMDaemon	NEW		IMEX CURATORS
21573138	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15562208	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20551598	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20300657	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18490186	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9628899	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21760816	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15316008	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15316081	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20625488	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11585921	PMDaemon	NEW		IMEX CURATORS
12479404	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20090832	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17647026	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19506719	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21556316	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9425167	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9585421	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18287097	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21747928	PMDaemon	NEW		IMEX CURATORS
15297673	PMDaemon	NEW	ADMIN	ADMIN,DIP,IMEX CURATORS
18620420	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8900110	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16164752	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20940111	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16141201	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18094076	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15719057	Sara	INPROGRESS	Sara	DIP,IMEX CURATORS
17916240	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21284870	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20856802	PMDaemon	NEW		IMEX CURATORS
10430618	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15766387	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20604804	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21776389	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
22034875	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21358811	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20532978	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21789172	PMDaemon	NEW		IMEX CURATORS
19826001	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20459685	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15647386	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21457530	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21286378	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20964825	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21798097	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17687028	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
22073279	PMDaemon	NEW		IMEX CURATORS
16939977	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18460542	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16795054	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17663771	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17724116	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12527361	PMDaemon	NEW		IMEX CURATORS
16831222	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20184375	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20616901	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20668692	PMDaemon	NEW		IMEX CURATORS
17692468	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17953753	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16446491	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18458079	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19647751	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10209031	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18445629	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17129375	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21603163	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15180890	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19169411	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
22069443	PMDaemon	NEW		IMEX CURATORS
19506027	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10956618	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19898638	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20185807	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18981234	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19020732	PMDaemon	NEW		IMEX CURATORS
17233630	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9701566	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19416474	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18682529	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
13679070	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15836779	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17504940	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19528079	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20952512	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21282466	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19920913	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21203549	PMDaemon	NEW		IMEX CURATORS
21704603	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20046830	PMDaemon	NEW		IMEX CURATORS
20652056	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17986823	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18957425	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21915172	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18799579	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15728498	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16352738	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17533573	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12234376	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20091488	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19594871	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21599957	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11193829	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17121833	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18276585	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17436410	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
7913748	PMDaemon	DISCARDED	ADMIN	ADMIN,IMEX CURATORS
8002932	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9770464	PMDaemon	DISCARDED	ADMIN	ADMIN,IMEX CURATORS
21410942	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16625841	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20682066	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10329628	PMDaemon	NEW		MINT,IMEX CURATORS
15034932	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19103666	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21685449	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17525794	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17900370	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21804640	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19897479	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21318618	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18702816	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21461879	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19216791	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20974814	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9670053	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15155742	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20098728	PMDaemon	NEW		IMEX CURATORS
15911620	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
