Pubmed	Owner	Status	Admin Users	Admin Groups	
16260499	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19888469	PMDaemon	NEW		IMEX CURATORS
21760921	PMDaemon	NEW		IMEX CURATORS
18283114	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15159419	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21776391	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20937695	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21829571	PMDaemon	NEW		IMEX CURATORS
21966426	PMDaemon	NEW		IMEX CURATORS
21383973	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
25870599	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19349578	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20805060	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20300427	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21818401	PMDaemon	NEW		IMEX CURATORS
21518456	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18211700	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11897012	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
26366178	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19636436	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21562756	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20078863	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17426132	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20200161	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19906723	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21203561	PMDaemon	NEW		IMEX CURATORS
19384426	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19515240	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20838853	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16864653	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20472934	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19274086	PMDaemon	NEW		IMEX CURATORS
19925682	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17069461	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17640370	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19730699	PMDaemon	NEW		IMEX CURATORS
16275761	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21102426	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19543380	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20974850	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11331308	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12119363	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16500893	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21486751	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20529383	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19429690	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20825659	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12093789	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17913748	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21695240	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20169197	PMDaemon	NEW		IMEX CURATORS
16174846	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10100623	PMDaemon	NEW		IMEX CURATORS
10473558	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10910043	PMDaemon	NEW		IMEX CURATORS
11385580	PMDaemon	DISCARDED		USR,ADMIN,DIP,IMEX CURATORS
12651161	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12927775	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
14573733	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15163624	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15219839	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15569269	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15580320	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15695410	PMDaemon	NEW		IMEX CURATORS
15824103	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16764648	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16945957	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
1706616	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17096862	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17168764	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18334972	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20380117	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20459731	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21151655	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21188139	PMDaemon	NEW		IMEX CURATORS
21415234	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21496232	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21937421	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21974810	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
22193701	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
24176112	PMDaemon	NEW		IMEX CURATORS
24958351	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
4289389	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
4322712	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
4330891	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
4360430	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
7541030	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
7929212	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8665853	PMDaemon	NEW		MINT,IMEX CURATORS
9030721	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20413507	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
1406973	PMDaemon	DISCARDED		USR,ADMIN,DIP,IMEX CURATORS
17027512	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18466630	PMDaemon	NEW		IMEX CURATORS
21629666	PMDaemon	NEW		IMEX CURATORS
21124760	PMDaemon	NEW		IMEX CURATORS
20574531	PMDaemon	NEW		IMEX CURATORS
21725060	PMDaemon	NEW		IMEX CURATORS
10572074	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10769198	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10838081	PMDaemon	NEW		IMEX CURATORS
11297558	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
14657031	PMDaemon	NEW		MINT,IMEX CURATORS
15517393	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15642728	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16339512	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17062569	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17070842	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17369261	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18829532	PMDaemon	NEW		IMEX CURATORS
20504369	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20808308	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
25646088	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21624123	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17550303	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19040731	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10520995	PMDaemon	NEW	ADMIN	ADMIN,INTACT,IMEX CURATORS
12207323	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
14960279	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15883193	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18974829	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
23707428	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
7647976	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15068800	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17694571	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9625584	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
22110740	PMDaemon	NEW		IMEX CURATORS
10485450	PMDaemon	NEW		IMEX CURATORS
11259577	PMDaemon	NEW		IMEX CURATORS
11481447	PMDaemon	DISCARDED	ADMIN	ADMIN,IMEX CURATORS
11948177	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12167717	PMDaemon	NEW		IMEX CURATORS
12426574	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
14563852	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15005707	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15487983	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15741237	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16253240	PMDaemon	NEW		IMEX CURATORS
16254601	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16519508	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16682003	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16738331	PMDaemon	NEW		IMEX CURATORS
16979770	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17244649	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17473071	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17591783	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18253931	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19190773	PMDaemon	NEW		IMEX CURATORS
20705915	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21666749	PMDaemon	NEW		IMEX CURATORS
21734298	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21871867	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
25114176	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
25263220	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
25392450	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
25481044	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
27530555	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
27732843	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
7566346	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8631299	PMDaemon	NEW		MINT,IMEX CURATORS
9405441	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9727490	PMDaemon	NEW	ADMIN	ADMIN,INTACT,IMEX CURATORS
9804779	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17276402	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15489233	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17242066	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10570149	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10866201	PMDaemon	DISCARDED		USR,ADMIN,DIP,IMEX CURATORS
11447225	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12468645	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12897801	PMDaemon	NEW		MINT,IMEX CURATORS
1374246	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
14668441	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15134578	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15192708	PMDaemon	NEW		MINT,IMEX CURATORS
15199114	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15350216	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15683240	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15845385	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15882975	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15972819	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17561251	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17962458	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18025083	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18559453	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18824583	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18824585	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19026666	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20041275	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
22306580	PMDaemon	NEW	ADMIN	ADMIN,DIP,IMEX CURATORS
23142606	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
26234763	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
26519425	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
26861754	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
27516832	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
7525268	PMDaemon	NEW		MINT,IMEX CURATORS
7796400	PMDaemon	NEW		IMEX CURATORS
8663540	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9000051	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9632639	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9840812	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21653826	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17140440	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
14625303	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15550623	PMDaemon	DISCARDED	ADMIN	ADMIN,DIP,IMEX CURATORS
16797590	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17055431	skerrien	RELEASED	phantom	INTACT,IMEX CURATORS
18268100	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20499338	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
24149845	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19917773	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10037717	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10751599	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11270871	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11724772	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11754336	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11910029	PMDaemon	DISCARDED	ADMIN	ADMIN,IMEX CURATORS
1387789	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15284088	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15358595	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15471950	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15592455	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15946941	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15951156	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16094384	PMDaemon	NEW		IMEX CURATORS
16227591	PMDaemon	NEW		IMEX CURATORS
16373698	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16895971	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17086203	lukasz	RELEASED	lukasz,Sara,phantom	USR,ADMIN,DIP,INTACT CURATORS,IMEX CURATORS
17360704	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17504941	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17579062	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17715138	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17889651	intact	RELEASED	ADMIN,orchard	ADMIN,INTACT,IMEX CURATORS
18431400	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18803695	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18997010	PMDaemon	DISCARDED	ADMIN	ADMIN,IMEX CURATORS
19144831	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
1939282	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19641624	PMDaemon	NEW		IMEX CURATORS
20373869	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20430952	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20519495	PMDaemon	RELEASED	ADMIN,phantom	ADMIN,INTACT CURATORS,UNIPROT,IMEX CURATORS
20844013	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20862263	PMDaemon	NEW		IMEX CURATORS
21664576	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21664577	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21802063	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21842183	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
22189105	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
22326621	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
22658984	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
26712563	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
7543024	PMDaemon	NEW	ADMIN	ADMIN,INTACT,IMEX CURATORS
7642520	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
7961936	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8383682	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8440735	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8626439	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8756661	PMDaemon	NEW		IMEX CURATORS
8812493	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9362500	PMDaemon	NEW		MINT,IMEX CURATORS
9677427	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17470272	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
25077178	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
28234898	PMDaemon	NEW		IMEX CURATORS
10716450	PMDaemon	DISCARDED		USR,ADMIN,DIP,IMEX CURATORS
10804184	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10871633	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11077116	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11341787	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11779503	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
14761976	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15047712	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15341520	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15860457	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15881652	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15988017	PMDaemon	NEW		IMEX CURATORS
16153702	PMDaemon	NEW	ADMIN	ADMIN,INTACT,IMEX CURATORS
16846370	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17013611	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17068183	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17359934	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17506876	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17567999	PMDaemon	NEW		IMEX CURATORS
17580084	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18212089	PMDaemon	NEW		IMEX CURATORS
19162185	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
1924293	PMDaemon	DISCARDED	ADMIN	ADMIN,IMEX CURATORS
19329776	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19419239	lukasz	RELEASED	lukasz,Sara,phantom	DIP,INTACT CURATORS,IMEX CURATORS
19829295	PMDaemon	DISCARDED		USR,ADMIN,DIP,IMEX CURATORS
20027230	PMDaemon	NEW		IMEX CURATORS
20505821	PMDaemon	NEW		IMEX CURATORS
20526341	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20549704	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20872845	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21245162	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21816365	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
22178155	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
22215994	PMDaemon	NEW		IMEX CURATORS
22402664	PMDaemon	NEW		MINT,IMEX CURATORS
22461896	PMDaemon	NEW		IMEX CURATORS
24438557	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
25267505	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
26865052	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
27001520	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
27471035	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
8875991	PMDaemon	NEW	ADMIN	ADMIN,INTACT,IMEX CURATORS
9670020	PMDaemon	NEW		MINT,IMEX CURATORS
11964389	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16129888	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
21379580	PMDaemon	NEW		IMEX CURATORS
25122754	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9808458	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10075741	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10593898	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10721994	PMDaemon	NEW	ADMIN	ADMIN,INTACT,IMEX CURATORS
10823818	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10893415	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11756412	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11983694	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12124177	PMDaemon	NEW		IMEX CURATORS
12149249	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12447691	PMDaemon	NEW	ADMIN	ADMIN,INTACT,IMEX CURATORS
12506116	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12530964	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12730199	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12815074	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
1309762	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
14521054	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15337760	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15355962	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15474478	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15509643	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15688034	PMDaemon	NEW	ADMIN	ADMIN,INTACT,IMEX CURATORS
15798220	PMDaemon	NEW		IMEX CURATORS
15824097	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15829515	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
15964821	PMDaemon	NEW		IMEX CURATORS
15964852	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16093323	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16179913	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16445666	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
16738328	PMDaemon	NEW		IMEX CURATORS
16912036	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17003037	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
1717476	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17643372	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
17894886	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18043734	PMDaemon	NEW		IMEX CURATORS
18175313	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18408217	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18547424	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
18827902	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19064701	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19087274	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19107418	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19443651	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
19505958	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
20542007	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
2115882	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
23311891	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
23432814	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
24244675	PMDaemon	NEW		IMEX CURATORS
25205354	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
25478892	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
26598605	PMDaemon	NEW		IMEX CURATORS
7505275	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
7670478	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
7805884	PMDaemon	NEW		IMEX CURATORS
8845374	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
9467953	PMDaemon	NEW	ADMIN	ADMIN,INTACT,IMEX CURATORS
9733769	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10023777	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10069453	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10425175	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10669745	PMDaemon	NEW		IMEX CURATORS
10842181	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
10851026	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11201747	PMDaemon	DISCARDED		USR,ADMIN,DIP,IMEX CURATORS
11452083	PMDaemon	DISCARDED	ADMIN	ADMIN,DIP,IMEX CURATORS
11481243	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11553796	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11707068	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11756651	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
11948691	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12110582	PMDaemon	NEW		MINT,IMEX CURATORS
12165561	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
12411504	PMDaemon	NEW		MINT,IMEX CURATORS
12411505	PMDaemon	NEW		MINT,IMEX CURATORS
12427746	PMDaemon	NEW	ADMIN	ADMIN,IMEX CURATORS
