pmid	curator	curatable	curator_comment	prot_pairs	relevance	DS.interest	DS.part_interest	ccline_uniprot	noncur_prot	contains_ints_man_check	contains_ints_man_check_comment	imex_publ	imex_pair	GO_IPI_publ	GO_IPI_pair	BioGRID_publ	BioGRID_pair	tm_epmc_publ	tm_epmc_pair	EVEX_publ	EVEX_pair	STRING_textmining_pair	reactome_publ	reactome_pair	OmniPath_interactions_publ	OmniPath_interactions_pair	OmniPath_ptm_publ	OmniPath_ptm_pair	STRING_pi_pair	iid_pred
27144523	mgt	yes-but mouse	n/d- one IP only?	O95433_P35228|P35228_P46108|P35228_Q9NV58|P35228_Q9Y2S7	0.84684966831164	0	0	no (Q9NV58)	no	yes		no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	no
28128295	marta	yes	sent email for proteins	O00571_P41235|O00571_P55157|O00571_Q15466|O00571_Q86UG4|O00571_Q92793|O00571_Q9NWQ8|P41235_P55157|P41235_Q15466|P41235_Q86UG4|P41235_Q92793|P41235_Q9NWQ8|P55157_Q15466|P55157_Q86UG4	5.8665200586	2	9	no (P55157,Q86UG4)	part	yes		no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	part	part
25888394	marta	yes	done	P07949_P39905|P07949_P54826|P07949_Q92565|P20783_P54826|P20783_Q92565|P39905_P54826|P39905_P56159	5.33513946401143	2	5	no (P54826,P56159,Q92565)	part	yes		no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	part	part
24286029	marta	yes	drosophila	A5YKK6_P51679|P51679_P56915|P51679_Q9UIV1|P51679_Q9Y3Q3|P56915_Q9Y3Q3	1.62496515785893	1	4	no (P51679,P56915,Q9Y3Q3)	part	yes		no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	part
24960069	livia	no	review	Q6UXH0_Q9Y5C1	8.97037436375831	0	0	no (Q9Y5C1)	no			no	no	no	no	no	no	no	no	no	no	yes	yes	yes	no	no	no	no	no	no
19654328	livia	yes	done	A0A024R534_A0A024RC24|A0A024R534_Q9P2X3|A0A024RC24_O94776|K9JA46_Q8IX07|O60341_Q13363|O60341_Q8IX07|O94776_Q8IX07|O94776_Q9P2X3|P07900_Q8IX07|P15976_Q13363|P15976_Q8IX07|P56545_Q8IX07|P61006_Q13363|P61006_Q8IX07|Q13363_Q8IX07|Q13547_Q8IX07|Q6IT96_Q8IX07|Q86SX1_Q8IX07|Q8IX07_Q9UKL0|Q8IX07_Q9Y6A5	7.81430262024889	11	19	no (Q9P2X3)	part	yes		no	no	no	no	no	no	yes	part	yes	part	part	no	no	no	no	no	no	part	part
21295084	livia	no	review	P55957_Q9Y6C9	6.57627928551211	0	0	no (Q9Y6C9)	no			no	no	no	no	no	no	no	no	no	no	no	no	no	yes	yes	no	no	no	no
10811835	livia	yes	done	A0A024RCB3_O75841|A0A024RCB3_P01589|A0A024RCB3_P56199|A0A024RCB3_Q5W005|A0A024RCB3_Q92562|A0A024RCB3_Q9UMD9|A0A024RCE1_P56199|A8MVV6_P56199|O14817_P56199|O75841_P48509|O75841_Q6ZNZ0|P01589_P48509|P01589_Q6ZNZ0|P48509_P56199|P48509_Q5W005|P48509_Q92562|P48509_Q9UMD9|P56199_Q6ZNZ0|Q5W005_Q6ZNZ0|Q6ZNZ0_Q92562|Q6ZNZ0_Q9UMD9	6.50925348211521	3	13	no (Q9UMD9)	part	yes		no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
10725339	livia	yes	done	P00533_Q14289|P04049_P27361|P04049_P29323|P04049_P55085|P04049_Q9NWF4|P27361_P55085|P27361_Q14289|P27361_Q9NWF4|P29323_P55085|P29323_Q9NWF4|P49407_P55085|P55085_Q14289|Q14289_Q9NWF4	4.9808524821131	7	11	no (Q9NWF4)	part	yes		no	no	no	no	no	no	yes	part	no	no	part	no	no	yes	part	no	no	part	part
21845024	livia	no	review	B6ZGT9_B7Z3P7|B6ZGT9_Q9UKV0|B7Z3P7_Q9Y466|Q9UKV0_Q9Y466	4.75971758237281	0	0	no (Q9Y466)	yes			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no
21896202	livia	no	review	B2RNB2_P35225|D2KUA6_P49419|E9PFX5_P49419|P35225_P78536|P37231_P49419|P49419_Q4W448|P49419_Q9Y5Y4	4.67175173611205	0	0	no (Q9Y5Y4)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no
12793901	livia	no	review	A0A024R324_F8W9F9|A0A024R324_Q9Y3S1|A0A024R8D8_A4D2P0|A0A024R8D8_A4D2P1|A0A024R8D8_C9J5X1|A0A024R8D8_O60716|A0A024R8D8_O75616|A0A024R8D8_P06213|A0A024R8D8_P08069|A0A024R8D8_P63000|A0A024R8D8_Q08999|A4D2P0_A6XNE0|A4D2P0_B2R4F9|A4D2P0_B4E3C0|A4D2P0_P09466|A4D2P1_A6XNE0|A4D2P1_B2R4F9|A4D2P1_B4E3C0|A4D2P1_P09466|A6XNE0_C9J5X1|A6XNE0_O60716|A6XNE0_O75616|A6XNE0_P06213|A6XNE0_P08069|A6XNE0_P63000|A6XNE0_Q08999|B2R4F9_C9J5X1|B2R4F9_O60716|B2R4F9_O75616|B2R4F9_P06213|B2R4F9_P08069|B2R4F9_P63000|B2R4F9_Q08999|B4DKN9_F8W9F9|B4DKN9_Q9Y3S1|B4E3C0_C9J5X1|B4E3C0_O60716|B4E3C0_O75616|B4E3C0_P06213|B4E3C0_P08069|B4E3C0_P63000|B4E3C0_Q08999|B7Z2A0_C9J5X1|B7Z2A0_P08069|B7Z2A0_Q08999|B7Z2I3_P78357|B7Z2N1_C9J5X1|B7Z2N1_P08069|B7Z2N1_Q08999|C9J5X1_P09466|C9J5X1_P49758|C9J5X1_Q2M3K2|C9J5X1_Q92974|C9J5X1_Q9UKW4|C9JRM1_F8W9F9|C9JRM1_Q9Y3S1|C9JX21_F8W9F9|C9JX21_Q9Y3S1|E7BSV0_P78357|E9PFD7_P78357|F2YGG7_P78357|F8W9F9_P61586|F8W9F9_Q9BVT0|O60716_P09466|O60716_Q07890|O60716_Q92974|O60716_Q9UKW4|O75616_P09466|P00533_P78357|P06213_P09466|P06213_Q92974|P06213_Q9UKW4|P08069_P09466|P08069_P49758|P08069_Q2M3K2|P08069_Q92974|P08069_Q9UKW4|P09466_P63000|P09466_Q08999|P49758_Q08999|P61586_Q9Y3S1|P78357_Q504U8|Q08999_Q2M3K2|Q9BVT0_Q9Y3S1	4.6527840958269	2	16	no (Q9Y3S1)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	part
20977782	livia	no		A0A024RD33_A0A0S2Z310|A0A024RD33_A8KAE3|A0A024RD33_O00238|A0A024RD33_P01133|A0A024RD33_P37023|A0A024RD37_A0A0S2Z310|A0A024RD37_A8KAE3|A0A024RD37_O00238|A0A024RD37_P01133|A0A024RD37_P37023|A0A087WTP4_A0A0S2Z310|A0A087WTP4_A8KAE3|A0A087WTP4_O00238|A0A087WTP4_P01133|A0A087WTP4_P37023|A0A087WUD8_A0A0S2Z310|A0A087WUD8_A8KAE3|A0A087WUD8_O00238|A0A087WUD8_P01133|A0A087WUD8_P37023|A0A087X0B2_A0A0S2Z310|A0A087X0B2_A8KAE3|A0A087X0B2_O00238|A0A087X0B2_P01133|A0A087X0B2_P37023|A0A087X1L1_A0A0S2Z310|A0A087X1L1_A8KAE3|A0A087X1L1_O00238|A0A087X1L1_P01133|A0A087X1L1_P37023|A0A0S2Z310_A0A0Y0IMM4|A0A0S2Z310_A2A2V4|A0A0S2Z310_P01133|A0A0S2Z310_P09619|A0A0S2Z310_P15692|A0A0S2Z310_P56704|A0A0S2Z310_Q07890|A0A0S2Z310_Q14512|A0A0S2Z310_Q59F04|A0A0Y0IMM4_A8KAE3|A0A0Y0IMM4_O00238|A0A0Y0IMM4_P01133|A0A0Y0IMM4_P37023|A2A2V4_A8KAE3|A2A2V4_O00238|A2A2V4_P01133|A2A2V4_P37023|A4QPA9_Q07890|A8KAE3_B7Z2I3|A8KAE3_E7BSV0|A8KAE3_E9PFD7|A8KAE3_F2YGG7|A8KAE3_P00533|A8KAE3_P01133|A8KAE3_P15692|A8KAE3_Q07890|A8KAE3_Q504U8|B4DFY5_Q07890|B7Z2I3_O00238|E7BSV0_O00238|E9PFD7_O00238|F2YGG7_O00238|F8W9F9_P35610|H3BRW9_Q07890|O00238_P00533|O00238_P01133|O00238_P15692|O00238_Q07890|O00238_Q504U8|P01133_P09619|P01133_P15692|P01133_P37023|P01133_Q07890|P01133_Q14512|P01133_Q59F04|P09619_P37023|P09619_Q07890|P09619_Q14512|P15692_P37023|P35610_Q9Y3S1|P37023_P56704|P37023_Q07890|P37023_Q14512|P37023_Q59F04|Q02750_Q07890|Q07890_Q59F04|Q07890_Q9Y6X8|Q14512_Q59F04	4.6356271749405	12	61	no (Q9Y3S1)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	part	part
26763441	livia	yes	done	O14744_O95433|O14744_P46108|O14744_Q9BQA1|O14744_Q9NV58|O14744_Q9Y2S7|O95433_Q9BQA1|P46108_Q9BQA1|Q9BQA1_Q9NV58|Q9BQA1_Q9Y2S7	3.74677962369325	1	9	no (Q9NV58)	no	yes		no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	part	part
22792074	livia	yes	done	O14867_P38398|O15379_Q9BX63|P38398_Q99708|P38398_Q9BX63|P38398_Q9P0J6|Q92793_Q9BX63|Q96EB6_Q9BX63|Q99708_Q9BX63|Q9BX63_Q9NWQ8	3.74523388543967	4	9	no (Q9P0J6)	no	yes		no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	part	part
27109047	livia	yes	done	O75164_P11308|O75164_P46937|O75164_Q12809|P11308_P46937|P11308_Q9UBB5|P46937_Q12809|Q12809_Q9UBB5	2.56844797576626	0	0	no (Q9UBB5)	no	yes		no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	no
20526328	livia	yes	done	A0A0A0MRS8_B4DV51|A0A0A0MRS8_P62826|B4DV51_Q9P2E2|O00139_O15066|O00139_Q16667|O00139_Q9P2E2|O00139_Q9Y496|O15066_Q9P2E2|P62826_Q9P2E2|Q16667_Q9P2E2|Q92973_Q9P2E2|Q92973_Q9UJA2|Q9P2E2_Q9UJA2|Q9P2E2_Q9Y496	2.13323414553242	6	12	no (Q9P2E2,Q9UJA2)	part	yes		no	no	no	no	no	no	yes	part	yes	part	no	no	no	no	no	no	no	no	part
27489114	livia	no	the paper contains non-imex recordable interactions	O75663_P18433|O75663_Q15257|O75663_Q7Z353|O75663_Q9UIC8|O75663_Q9Y570	1.48606181478015	0	0	no (Q9Y570)	no			no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	no	no
26700459	livia	yes	done	P18848_Q9Y4L1	1.33399318227818	0	0	no (Q9Y4L1)	no	yes		no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	no
24391497	livia	yes	not done (toxoplasma proteins)	P05549_P20226|P05549_Q8WVC0|P05549_Q9NZK5	1.31963381173833	0	0	no (Q9NZK5)	part	yes		no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	no
28212564	livia	yes	sent email to author for proteins/no answer	P29323_P31151|P29323_Q15109|P29323_Q9UQ07|P31151_Q15109|P31151_Q9UQ07	1.20606423017685	0	0	no (Q9UQ07)	no	yes		no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	no
26678046	livia	yes		O15553_P01133|O15553_P27361|O15553_Q9Y570|P01133_P27361|P01133_Q9Y570|P27361_Q9Y570	1.15223648582362	0	0	no (Q9Y570)	no			no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	no
19142223	Sandra	Yes	Done	A0A024R1N4_A0A087WYP9|A0A024R1N4_A0A0S2Z5U8|A0A024R1N4_A6NFV8|A0A024R1N4_D6RJC6|A0A024R1N4_Q96EV8|A0A087WYP9_B1AHC9|A0A087WYP9_B4DE32|A0A087WYP9_B4E356|A0A087WYP9_F5GYB0|A0A087WYP9_P12956|A0A087WYP9_P13010|A0A087WYP9_P78527|A0A087WYP9_Q13367|A0A0S2Z5U8_B1AHC9|A0A0S2Z5U8_B4DE32|A0A0S2Z5U8_B4E356|A0A0S2Z5U8_F5GYB0|A0A0S2Z5U8_P12956|A0A0S2Z5U8_P13010|A0A0S2Z5U8_P78527|A0A0S2Z5U8_Q13367|A6NFV8_B1AHC9|A6NFV8_B4DE32|A6NFV8_B4E356|A6NFV8_F5GYB0|A6NFV8_P12956|A6NFV8_P13010|A6NFV8_P78527|A6NFV8_Q13367|B1AHC9_D6RJC6|B1AHC9_Q96EV8|B4DE32_D6RJC6|B4DE32_Q96EV8|B4E356_D6RJC6|B4E356_Q96EV8|D6RJC6_F5GYB0|D6RJC6_P12956|D6RJC6_P13010|D6RJC6_P78527|D6RJC6_Q13367|F5GYB0_Q96EV8|P12956_P13010|P12956_Q86UG4|P12956_Q96EV8|P13010_Q96EV8|P78527_Q96EV8|Q13367_Q96EV8|Q86UG4_Q96EV8	16.617133905826	0	13	no (Q13367,Q86UG4)	part	yes		no	no	no	no	no	no	yes	part	yes	part	part	no	no	no	no	no	no	part	part
20808826	Sandra	No	Co-localisatio	A0A024R2Q3_A0A0U2ZQU7|A0A024R2Q3_B3GN61|A0A024R2Q3_B4DKT9|A0A024R2Q3_B4DU00|A0A024R2Q3_E9PKC0|A0A024R2Q3_G3XAM7|A0A024R2Q3_P12830|A0A024R2Q3_P35221|A0A024R2Q3_Q6IQ23|A0A024R2Q3_Q9UII7|A0A0U2ZQU7_B4DGU4|A0A0U2ZQU7_B4DKT9|A0A0U2ZQU7_B4DU00|A0A0U2ZQU7_E9PKC0|A0A0U2ZQU7_G3XAM7|A0A0U2ZQU7_O60716|A0A0U2ZQU7_P35221|A0A0U2ZQU7_P35222|A0A0U2ZQU7_Q6IQ23|B3GN61_B4DGU4|B3GN61_B4DKT9|B3GN61_B4DU00|B3GN61_E9PKC0|B3GN61_G3XAM7|B3GN61_O60716|B3GN61_P35221|B3GN61_P35222|B3GN61_Q6IQ23|B4DGU4_B4DKT9|B4DGU4_B4DU00|B4DGU4_E9PKC0|B4DGU4_G3XAM7|B4DGU4_P12830|B4DGU4_P35221|B4DGU4_Q6IQ23|B4DGU4_Q9UII7|B4DKT9_E9PKC0|B4DKT9_O60716|B4DKT9_P12830|B4DKT9_P35222|B4DKT9_Q6IQ23|B4DKT9_Q9UII7|B4DU00_E9PKC0|B4DU00_O60716|B4DU00_P12830|B4DU00_P35222|B4DU00_Q6IQ23|B4DU00_Q9UII7|E9PKC0_G3XAM7|E9PKC0_O60716|E9PKC0_P12830|E9PKC0_P35221|E9PKC0_P35222|E9PKC0_Q9UII7|G3XAM7_O60716|G3XAM7_P12830|G3XAM7_P35222|G3XAM7_Q6IQ23|G3XAM7_Q9UII7|O60716_P12830|O60716_P35221|O60716_Q6IQ23|O60716_Q9UII7|P12830_P35221|P12830_P35222|P12830_Q00839|P12830_Q14CX7|P12830_Q6IQ23|P12830_Q8N6C5|P12830_Q9H0E9|P35221_P35222|P35221_Q6IQ23|P35221_Q9UII7|P35222_Q6IQ23|P35222_Q9UII7|Q6IQ23_Q9UII7	11.6506893819893	9	47	no (Q14CX7,Q8N6C5)	part	yes	proteins colocalization	no	no	no	no	no	no	yes	part	yes	part	part	no	no	no	no	no	no	part	part
9199170	Sandra	Yes	Bovine-rabbit	P46940_P46940|P46940_P60953|P46940_P63000|P60953_Q13576|P60953_Q86VI3|P63000_Q13576|P63000_Q86VI3	9.55563312473769	0	0	no (Q13576,Q86VI3)	no	yes		no	no	no	no	no	no	no	no	no	no	part	yes	yes	no	no	no	no	part	part
22118466	Sandra	Yes	Rat-mouse	P62158_P63027|P62158_Q15836|P62158_Q9BV40|P63027_Q13492|P63027_Q9BV40|Q13492_Q15836|Q13492_Q9BV40|Q15836_Q9BV40|Q86UG4_Q9BV40	6.33882225965675	8	9	no (Q13492,Q86UG4)	part	yes		no	no	no	no	no	no	yes	yes	no	no	part	yes	part	no	no	no	no	part	part
28176834	Sandra	Yes	Done	Q13472_Q15669|Q13472_Q86UG4|Q13472_Q9H7E2|Q13472_Q9H9A7|Q86UG4_Q9H7E2|Q9H7E2_Q9H9A7	5.86087743419237	1	5	no (Q15669,Q86UG4)	part	yes		no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	part	part
20032497	Sandra	No		F8W9F9_P17535|F8W9F9_Q9Y5W3|P17535_Q9Y3S1|Q9Y3S1_Q9Y5W3	5.34600852948572	0	0	no (Q9Y3S1)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no
26188084	Sandra	Yes		O00444_O94986|O00444_P08729|O00444_P17542|O00444_P53350|O00444_Q12999|O00444_Q15468|O00444_Q86U86|O00444_Q86UG4|O00444_Q8TEP8|O00444_Q96I15|O00444_Q9NR45|O94986_Q86U86|P53350_Q15468|P53350_Q86U86|Q15468_Q86U86|Q15468_Q86UG4|Q86U86_Q8TEP8	5.0845315108242	5	17	no (Q12999,Q86UG4,Q9NR45)	part	yes	Done	no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	part	part
18545641	Sandra	No	Review	F8W9F9_Q16236|Q16236_Q9Y3S1	4.85689144643	0	0	no (Q9Y3S1)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no
20631154	Sandra	Yes	1 bovine interaction, constructs unclear	A0A087WX34_O15078|A0A087WX34_Q05BJ6|A0A087WX34_Q15051|A0A087WX34_Q92834|A0A087WX34_Q96KN7|A0A140VJL7_Q92834|B3KX42_Q92834|B7ZKJ9_O15078|B7ZKJ9_Q05BJ6|B7ZKJ9_Q15051|B7ZKJ9_Q92834|B7ZKJ9_Q96KN7|H3BPS4_O15078|H3BPS4_Q05BJ6|H3BPS4_Q15051|H3BPS4_Q92834|H3BPS4_Q96KN7|H3BV03_O15078|H3BV03_Q05BJ6|H3BV03_Q15051|H3BV03_Q92834|H3BV03_Q96KN7|I3L1B5_O15078|I3L1B5_Q05BJ6|I3L1B5_Q15051|I3L1B5_Q92834|I3L1B5_Q96KN7|O15078_Q15051|O15078_Q68CZ1|O15078_Q92834|O15078_Q96KN7|P61006_Q92834|Q05BJ6_Q15051|Q05BJ6_Q68CZ1|Q05BJ6_Q92834|Q05BJ6_Q96KN7|Q13099_Q92834|Q15051_Q68CZ1|Q15051_Q92834|Q15051_Q96KN7|Q68CZ1_Q92834|Q68CZ1_Q96KN7|Q92834_Q96KN7|Q92834_Q9NR83	4.81636026318766	14	42	no (Q13099,Q9NR83)	part	yes		no	no	no	no	no	no	yes	part	yes	part	part	no	no	no	no	no	no	no	part
7538916	Sandra	No	Colocalization and in vivo kinase - in ferret	A0A1P0B7D2_F8W9F9|A0A1P0B7D2_Q9Y3S1|A8MWW6_F8W9F9|A8MWW6_Q9Y3S1|D6RCB1_F8W9F9|D6RCB1_Q9Y3S1|D6RJF9_F8W9F9|D6RJF9_Q9Y3S1|F8W9F9_H0Y9H3|F8W9F9_I6L9F3|F8W9F9_P53779|F8W9F9_Q499Y8|H0Y9H3_Q9Y3S1|I6L9F3_Q9Y3S1|P53779_Q9Y3S1|Q499Y8_Q9Y3S1	4.73439024564363	0	0	no (Q9Y3S1)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no
18373870	Sandra	No	Expression data, ChIP, EMSA	A0A024R682_P06401|A0A087WVR4_A0A0C4DGU5|A0A087WVR4_Q9Y3C1|A0A0C4DGU5_A0A0S2Z491|A0A0C4DGU5_A0A0S2Z4G7|A0A0C4DGU5_A0A140VJQ2|A0A0C4DGU5_P01106|A0A0C4DGU5_P06748|A0A0C4DGU5_P22087|A0A0S2Z491_Q9Y3C1|A0A0S2Z4G7_Q9Y3C1|A0A140VJQ2_Q9Y3C1|G3V302_P06401|P01106_Q9Y3C1|P06401_P61244|P06401_Q8TAX8|P06748_Q9Y3C1|P22087_Q9Y3C1	4.65851828899058	0	0	no (Q9Y3C1)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no
19275766	Sandra	No	Review	A0A024R496_F8W9F9|A0A024R496_Q9Y3S1|A0A0S2Z4D1_F8W9F9|A0A0S2Z4D1_Q9Y3S1|A0A1W2PPG2_F8W9F9|A0A1W2PPG2_Q9Y3S1|A0A1W2PPJ9_F8W9F9|A0A1W2PPJ9_Q9Y3S1|A0A1W2PQE8_F8W9F9|A0A1W2PQE8_Q9Y3S1|A0A1W2PQF1_F8W9F9|A0A1W2PQF1_Q9Y3S1|A0A1W2PR00_F8W9F9|A0A1W2PR00_Q9Y3S1|A0A1W2PS04_F8W9F9|A0A1W2PS04_Q9Y3S1|F8W9F9_J3QQS3|F8W9F9_J3QS66|F8W9F9_Q15831|F8W9F9_Q7RTN6|F8W9F9_Q86YC8|F8W9F9_Q9Y376|J3QQS3_Q9Y3S1|J3QS66_Q9Y3S1|Q15831_Q9Y3S1|Q7RTN6_Q9Y3S1|Q86YC8_Q9Y3S1|Q9Y376_Q9Y3S1	4.6436407933423	0	0	no (Q9Y3S1)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no
22069553	Sandra	No	Review	A0A024R328_F8W9F9|A0A024R328_Q9Y3S1|B4DFV1_F8W9F9|B4DFV1_Q9Y3S1|F8W9F9_Q05655|Q05655_Q9Y3S1	4.6436407933423	0	0	no (Q9Y3S1)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no
17726518	Sandra	No	Modelled data	A0A024RE19_A0A0A6YYA0|A0A024RE19_Q86XR7|A0A024RE19_Q9Y3B3|A0A0A6YYA0_P21145|P21145_Q86XR7|P21145_Q9Y3B3	4.6356271749405	0	0	no (Q9Y3B3)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no
16254078	Sandra	No	RNA binding	A0A024R4E2_E9PCY7|A0A024R4E2_G8JLB6|A0A024R4E2_P31943|A0A024R6D8_Q13247|A0A024R8U5_P02652|E9PCY7_Q13148|E9PCY7_Q9H256|G8JLB6_Q13148|G8JLB6_Q9H256|P02652_P13569|P02652_Q01130|P02652_Q07955|P02652_Q13148|P02652_Q53FN0|P02652_Q59FA2|P13569_Q13148|P31943_Q13148|P31943_Q9H256|Q13243_Q13247|Q13247_Q86U32	4.62629623255486	5	16	no (Q13243)	part	yes	NA-protein interactions	no	no	no	no	no	no	yes	part	yes	part	part	no	no	no	no	no	no	part	part
22662208	Sandra	No	ChIP	O43463_P03372|O43463_P31947|O43463_Q9Y3B8|P03372_P26358|P03372_P31947|P03372_P32119|P03372_Q13547|P03372_Q9Y3B8|P26358_P31947|P26358_P32119|P26358_Q9Y3B8|P31947_P32119|P32119_Q9Y3B8	4.16869072499349	4	11	no (Q9Y3B8)	no			no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	part	part
26388957	Sandra	No	ChIP	O15379_P31947|O15379_Q9UBN7|O15379_Q9Y3B8	3.55909087686813	2	3	no (Q9Y3B8)	no			no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	part	part
22164301	Sandra	Yes	Done	O15455_Q9H1C4|Q9H1C4_Q9NR96|Q9H1C4_Q9NR97|Q9H1C4_Q9NYK1	3.34723010470682	1	1	no (Q9NR96,Q9NR97,Q9NYK1)	part	yes		no	no	no	no	no	no	yes	yes	no	no	yes	yes	yes	no	no	no	no	yes	yes
22581777	Sandra	No	ChIP	P09601_Q16236|P15559_Q16236|P19793_Q16236|P31947_Q16236|Q16236_Q9Y3B8	3.09091166777875	2	5	no (Q9Y3B8)	no			no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	part	part
28054986	Sandra	No	Expression data, FACS	O60674_P05231|O60674_P31947|O60674_Q9Y3B8|P05231_P31947|P05231_P40763|P05231_Q9Y3B8|P31947_P40763|P31947_P42574|P40763_Q9Y3B8|P42574_Q9Y3B8	3.07757506593328	5	9	no (Q9Y3B8)	no			no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	part	part
21949655	Sandra	No	Expression data, DNA-binding	O60603_Q9UQ90|P01375_P31947|P01375_Q9UQ90|P01375_Q9Y3B8|P16671_P37231|P16671_Q9UQ90	3.02511723169094	3	4	no (Q9Y3B8)	no			no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	part	part
27626412	Sandra	Yes	Done	P06493_P24522|P06493_P31947|P06493_Q9Y3B8|P12004_P24522|P12004_P31947|P12004_Q9Y3B8|P24522_P31947|P24522_Q9Y3B8	2.8558903965571	5	8	no (Q9Y3B8)	no			no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	part	part
24349009	Sandra	No	In vivo function	P01308_P21453|P21453_Q14703	2.62224309703905	1	2	no (Q14703)	no	yes		no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	no	part
21189951	Sandra	No	Flow cytometry expression data	F8W9F9_P12004|P12004_Q9Y3S1	2.61560337265965	0	0	no (Q9Y3S1)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no
19440051	Sandra	No	Review	F8W9F9_P00403|F8W9F9_U5Z487|P00403_Q9Y3S1|Q9Y3S1_U5Z487	2.53129040442694	0	0	no (Q9Y3S1)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no
20179161	Sandra	yes	Done	A4QPA9_Q13526|B4DFY5_Q13526|F8W9F9_Q13526|H3BRW9_Q13526|Q02750_Q13526|Q13526_Q9Y3S1	2.51707097068307	0	0	no (Q9Y3S1)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no
18541028	Sandra	No	No interactions	F8W9F9_P06401|P06401_Q9Y3S1	2.50400503047752	0	0	no (Q9Y3S1)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no
18825269	Sandra	No	Review	A0A024QZY1_F8W9F9|A0A024QZY1_Q9Y3S1|A8MU58_F8W9F9|A8MU58_Q9Y3S1|F8W950_F8W9F9|F8W950_Q9Y3S1|F8W9F9_Q13155|Q13155_Q9Y3S1	2.47598173912469	0	0	no (Q9Y3S1)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no
21062517	Sandra	No	Review	C9J5X1_F8W9F9|C9J5X1_Q9Y3S1|F8W9F9_P08069|P08069_Q9Y3S1	2.4735167469326	0	0	no (Q9Y3S1)	part			no	no	no	no	no	no	no	no	yes	yes	no	no	no	no	no	no	no	no	no
