pmid	curator	curatable	curator_comment	prot_pairs	relevance	DS.interest	DS.part_interest	ccline_uniprot	noncur_prot	contains_ints_man_check	contains_ints_man_check_comment	imex_publ	imex_pair	GO_IPI_publ	GO_IPI_pair	BioGRID_publ	BioGRID_pair	tm_epmc_publ	tm_epmc_pair	EVEX_publ	EVEX_pair	STRING_textmining_pair	reactome_publ	reactome_pair	OmniPath_interactions_publ	OmniPath_interactions_pair	OmniPath_ptm_publ	OmniPath_ptm_pair	STRING_pi_pair	iid_pred
20392290				L0N195_P01375|L0N195_P01584|L0N195_P12318|L0N195_P17181|L0N195_Q5STB3|L0N195_Q969Q1|P01375_P01562|P01375_P01584|P01375_P12318|P01375_P17181|P01375_Q969Q1|P01562_P01584|P01562_P12318|P01562_P17181|P01562_Q5STB3|P01562_Q969Q1|P01584_P12318|P01584_P17181|P01584_Q5STB3|P01584_Q969Q1|P12318_P17181|P12318_Q14765|P12318_Q5STB3|P17181_Q5STB3|P17181_Q969Q1|Q5STB3_Q969Q1	7.6985710964623	6	20	no (P01562,P01584)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
21876762				A0A024QZF2_Q12974|A0A024QZF2_Q13905|A0A024QZF2_Q9NR83|A0A024RB10_P16152|A0A024RB77_P16152|A0A0S2Z3K9_A8K3N4|A0A0S2Z3K9_D3DUJ3|A0A0S2Z3K9_K7EQG9|A0A0S2Z3K9_P17706|A0A0S2Z3K9_Q59F91|A0A0S2Z3Q4_A8K3N4|A0A0S2Z3Q4_D3DUJ3|A0A0S2Z3Q4_K7EQG9|A0A0S2Z3Q4_P17706|A0A0S2Z3Q4_Q59F91|A8K3N4_L7RT18|A8K3N4_P46108|A8K3N4_Q13905|B4DDL9_P16152|D3DUJ3_L7RT18|D3DUJ3_P46108|D3DUJ3_Q13905|E7ESI2_P16152|G3V5T9_P16152|K7EQG9_L7RT18|K7EQG9_P46108|K7EQG9_Q13905|L7RT18_P17706|L7RT18_Q59F91|P05451_P16152|P10301_Q12974|P10301_Q13905|P10301_Q9NR83|P16152_P24941|P16152_Q00325|P16152_Q13905|P16152_Q86UG4|P17706_P46108|P17706_Q13905|P46108_Q59F91|P78344_Q12974|Q12974_Q15078|Q12974_Q2TU89|Q12974_Q8N619|Q13200_Q13905|Q13905_Q15078|Q13905_Q59F91|Q13905_Q8N619|Q13905_Q92562|Q13905_Q9NR83	7.69850404856751	3	23	no (P05451,P16152,Q00325,Q12974,Q86UG4,Q9NR83)	part			no	no	no	no	no	no	yes	part	yes	part	part	no	no	no	no	no	no	no	part
12900393				A0A024RDH2_A0A0S2Z4R4|A0A024RDH2_O14964|A0A024RDH2_Q99816|A0A0S2Z4R4_D6RAH7|A0A0S2Z4R4_P61077|A0A0S2Z4R4_Q15075|A0A0S2Z4R4_Q7Z376|A0A0S2Z4R4_Q99816|A0A0S2Z4R4_Q99962|A0A0S2Z4R4_Q9Y251|A0A0S2Z4R4_Q9Y2I7|D6RAH7_O14964|D6RAH7_Q99816|O14964_P61077|O14964_Q15075|O14964_Q7Z376|O14964_Q99816|O14964_Q99962|O14964_Q9Y251|O14964_Q9Y2I7|P61077_Q99816|Q6FII1_Q99816|Q99816_Q9Y2Q3	7.69842206526779	4	18	no (Q9Y251)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
16368885				A0A087WXU1_B3KNI3|A0A087WXU1_Q9Y6X2|B3KNI3_B4DNC7|B3KNI3_O75030|B3KNI3_P40763|B3KNI3_Q8WYR3|B4DNC7_Q9Y6X2|O75030_Q9Y6X2|P40763_Q9Y6X2|Q8WYR3_Q9Y6X2	7.69842206526779	2	7	no (O75030)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	no	part
17557111				A0A024R411_O75419|A0A024R411_P27694|A0A024R411_P49736|A0A024R411_Q14566|A0A024R411_Q7L590|O75419_P27694|O75419_P49736|O75419_Q13416|O75419_Q14566|O75419_Q7L590|P27694_P49736|P27694_Q13416|P27694_Q14566|P27694_Q7L590|P49736_Q13416|P49736_Q14566|P49736_Q7L590|Q13416_Q14566|Q13416_Q7L590|Q14566_Q7L590|Q9BRT9_Q9Y248	7.69842206526779	15	20		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
20625487				A0A024RDJ4_A0A0S2Z349|A0A024RDJ4_A0A0S2Z3C7|A0A024RDJ4_A1L4K2|A0A024RDJ4_D4HNR6|A0A024RDJ4_P01579|A0A024RDJ4_P05112|A0A024RDJ4_P25942|A0A024RDJ4_P45983|A0A024RDJ4_Q5FC01|A0A024RDJ4_Q6P2H9|A0A0S2Z349_A1L4K2|A0A0S2Z349_D4HNR6|A0A0S2Z349_P01579|A0A0S2Z349_P05112|A0A0S2Z349_P19838|A0A0S2Z349_P45983|A0A0S2Z349_Q5FC01|A0A0S2Z3C7_A1L4K2|A0A0S2Z3C7_D4HNR6|A0A0S2Z3C7_P01579|A0A0S2Z3C7_P05112|A0A0S2Z3C7_P19838|A0A0S2Z3C7_P45983|A0A0S2Z3C7_Q5FC01|A1L4K2_D4HNR6|A1L4K2_P01579|A1L4K2_P05112|A1L4K2_P19525|A1L4K2_P19838|A1L4K2_P25942|A1L4K2_P43403|A1L4K2_Q5FC01|A1L4K2_Q6P2H9|A1L4K2_Q8IW76|D4HNR6_P01579|D4HNR6_P19838|D4HNR6_P25942|D4HNR6_P45983|D4HNR6_Q6P2H9|P01579_P05112|P01579_P19838|P01579_P25942|P01579_P45983|P01579_Q5FC01|P01579_Q6P2H9|P05112_P19838|P05112_P25942|P05112_P45983|P05112_Q6P2H9|P19525_P45983|P19838_P25942|P19838_P45983|P19838_Q5FC01|P19838_Q6P2H9|P25942_P45983|P25942_Q5FC01|P43403_P45983|P45983_Q5FC01|P45983_Q6P2H9|P45983_Q8IW76|Q5FC01_Q6P2H9	7.69842206526779	11	42		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
10087267				A0A024QZN4_A0A024R0V4|A0A024QZN4_P50552|A0A024QZN4_Q8N8S7|A0A024R0V4_B3KXA2|A0A024R0V4_P18206|A0A024R0V4_Q8N8S7|A0A024R0V4_V9HWK2|B3KXA2_P50552|B3KXA2_Q8N8S7|P18206_P50552|P18206_Q8N8S7|P50552_Q8N8S7|P50552_V9HWK2|Q8N8S7_V9HWK2	7.69814020501019	3	11		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
11250706				A0A0S2Z4Y3_B0LPF3|A0A0S2Z4Y3_P27986|A0A0S2Z4Y3_P62993|A0A0S2Z4Y3_Q05397|A0A0S2Z4Y3_Q59GM6|A0A0S2Z4Y3_Q59GN8|A0A0S2Z4Y3_Q658W2|B0LPF3_P16333|B0LPF3_P27986|B0LPF3_Q05397|B0LPF3_Q59GM6|B0LPF3_Q59GN8|B0LPF3_Q658W2|E3UN46_O00459|O00459_P01344|P16333_P27986|P16333_P62993|P16333_Q05397|P16333_Q59GM6|P16333_Q59GN8|P16333_Q658W2|P27986_P62993|P27986_Q05397|P27986_Q59GM6|P27986_Q59GN8|P27986_Q658W2|P62993_Q05397|P62993_Q59GM6|P62993_Q59GN8|P62993_Q658W2	7.69751654578728	5	20		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
21949845				A0A024QZN6_A0A0A0MRP6|A0A024QZN6_B7ZLQ5|A0A024QZN6_P28370|A0A0A0MRP6_A0JLS3|A0A0A0MRP6_Q9ULJ6|A0JLS3_B7ZLQ5|A0JLS3_P28370|B7ZLQ5_Q9ULJ6|P28370_Q9ULJ6|Q969G3_Q9ULJ6	7.69746907445094	1	4	no (Q9ULJ6)	part			no	no	no	no	no	no	yes	part	yes	part	part	no	no	no	no	no	no	no	part
15661896				A0A0A0MR07_Q08881|A0A0A0MR07_Q13094|B2R8B5_Q08881|B2R8B5_Q13094|P15498_Q08881|P15498_Q13094|Q08881_Q96D37|Q13094_Q96D37	7.69695852912944	1	7		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
18415116				P11233_Q6FIB4|P11233_Q9Y624|Q8N6F1_Q9Y5I7	7.69695852912944	1	1		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
19862326				A8K171_O75616|A8K171_P11474|A8K171_Q569H8|B4DPW8_P54136|B4DPW8_Q02539|B4DPW8_Q15788|B4DPW8_Q59EE8|B4DPW8_Q9Y6Q9|O75616_P48552|P11474_P48552|P48552_Q569H8|P54136_Q15596|Q02539_Q15596|Q02539_Q15788|Q02539_Q59EE8|Q02539_Q9Y6Q9|Q15596_Q15788|Q15596_Q59EE8|Q15596_Q9Y6Q9|Q15788_Q59EE8|Q15788_Q9Y6Q9	7.69695852912944	4	15		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
20016852				A0A024RAJ9_A0A024RDA5|A0A024RAJ9_P05362|A0A024RAJ9_P10145|A0A024RAJ9_P42830|A0A024RAJ9_P80162|A0A024RAJ9_Q6I9S7|A0A024RDA5_A8K4A0|A0A024RDA5_P05362|A0A024RDA5_P15848|A0A024RDA5_P80162|A8K4A0_P05362|A8K4A0_P10145|A8K4A0_P42830|A8K4A0_P80162|A8K4A0_Q6I9S7|P05362_P10145|P05362_P15848|P05362_P42830|P05362_P80162|P05362_Q6I9S7|P10145_P15848|P10145_P80162|P15848_P42830|P15848_P80162|P15848_Q6I9S7	7.69695852912944	3	16	no (P15848,P80162)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
15923619				A8K0G1_O75197|A8K0G1_Q6NSL8|A8K0G1_Q9ULW2|A8K0G1_Q9UP38|O75197_P56706|P56706_Q6NSL8|P56706_Q9ULW2|P56706_Q9UP38	7.69683484206113	3	7	no (P56706,Q9UP38)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
22125448				A0A024R4P3_A0A087WT64|A0A024R4P3_C8YZ26|A0A024R4P3_J3KNB4|A0A024R4P3_P04083|A0A024R4P3_P49913|A0A024R4P3_Q07820|A0A024R4P3_Q5TZZ9|A0A024R4P3_Q96JZ2|A0A087WT64_J3KNB4|A0A087WT64_P04083|A0A087WT64_P25090|A0A087WT64_P41218|A0A087WT64_P49913|A0A087WT64_Q5TZZ9|A0A087WT64_Q5VUU6|A0A087WT64_Q96JZ2|C8YZ26_J3KNB4|C8YZ26_P04083|C8YZ26_P25090|C8YZ26_P41218|C8YZ26_P49913|C8YZ26_Q5TZZ9|C8YZ26_Q5VUU6|C8YZ26_Q96JZ2|J3KNB4_P04083|J3KNB4_P25090|J3KNB4_Q07820|J3KNB4_Q5TZZ9|J3KNB4_Q96JZ2|P04083_P25090|P04083_P49913|P04083_Q07820|P04083_Q96JZ2|P25090_P49913|P25090_Q07820|P25090_Q5TZZ9|P25090_Q96JZ2|P41218_Q07820|P49913_Q07820|P49913_Q5TZZ9|P49913_Q96JZ2|Q07820_Q5TZZ9|Q07820_Q5VUU6|Q07820_Q96JZ2|Q5TZZ9_Q96JZ2	7.69682208183631	6	27	no (P25090)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
14690548				A0A024R3Y3_A0A024RCR5|A0A024R3Y3_A0A1U9X7A8|A0A024R3Y3_J9PH39|A0A024R3Y3_K9J972|A0A024R3Y3_P19438|A0A024R3Y3_P25440|A0A024R3Y3_P25445|A0A024R3Y3_Q59FU8|A0A024R3Y3_X5CF57|A0A024R3Z7_A0A024RCR5|A0A024R3Z7_A0A1U9X7A8|A0A024R3Z7_J9PH39|A0A024R3Z7_K9J972|A0A024R3Z7_P19438|A0A024R3Z7_P25440|A0A024R3Z7_P25445|A0A024R3Z7_Q59FU8|A0A024R3Z7_X5CF57|A0A024RCR5_B4E361|A0A024RCR5_E9PAP3|A0A024RCR5_J9PH39|A0A024RCR5_K9J972|A0A024RCR5_O15519|A0A024RCR5_P19438|A0A024RCR5_P25445|A0A024RCR5_Q59F61|A0A024RCR5_Q59FU8|A0A1U9X7A8_B4E361|A0A1U9X7A8_E9PAP3|A0A1U9X7A8_J9PH39|A0A1U9X7A8_K9J972|A0A1U9X7A8_O15519|A0A1U9X7A8_P19438|A0A1U9X7A8_P25445|A0A1U9X7A8_Q59F61|A0A1U9X7A8_Q59FU8|B4E361_J9PH39|B4E361_K9J972|B4E361_P19438|B4E361_P25440|B4E361_P25445|B4E361_Q59FU8|B4E361_X5CF57|E9PAP3_J9PH39|E9PAP3_K9J972|E9PAP3_P19438|E9PAP3_P25440|E9PAP3_P25445|E9PAP3_Q59FU8|E9PAP3_X5CF57|J9PH39_K9J972|J9PH39_O15519|J9PH39_P25440|J9PH39_P25445|J9PH39_P48023|J9PH39_Q53ZZ1|J9PH39_Q59F61|J9PH39_Q59FU8|J9PH39_X5CF57|K9J972_O15519|K9J972_P19438|K9J972_P25440|K9J972_Q59F61|K9J972_X5CF57|O15519_P19438|O15519_P25440|O15519_P25445|O15519_Q59FU8|O15519_X5CF57|P19438_P25440|P19438_P25445|P19438_P48023|P19438_Q53ZZ1|P19438_Q59F61|P19438_Q59FU8|P19438_X5CF57|P25440_P25445|P25440_Q59F61|P25440_Q59FU8|P25445_Q59F61|P25445_X5CF57|Q59F61_Q59FU8|Q59F61_X5CF57|Q59FU8_X5CF57	7.69664579424527	4	34		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
28125719				P01584_P17252|P07911_Q13393|P07911_Q9Y4K3|P17252_Q13393|P17252_Q14116|P29466_Q96P20|Q13393_Q9NZV1|Q14116_Q96P20	7.6961906774075	2	7	no (P01584,P07911,Q9NZV1)	no			no	no	no	no	no	no	yes	yes	no	no	part	no	no	no	no	no	no	part	part
15199065				P48995_Q02790|P48995_Q13507|Q02790_Q13507|Q02790_Q9UL62	7.69461459014468	2	3	no (Q9UL62)	no			no	no	no	no	no	no	no	no	yes	yes	part	no	no	yes	part	no	no	part	part
20064876				A0A024QZ93_Q9H211|A0A024RD47_B7Z4M9|A0A024RD47_O00213|A0A024RD47_P13010|A0A024RD47_P27695|A0A024RD47_P28347|A0A024RD47_P78527|A0A024RD47_Q59EF3|A0A024RD47_Q5TZP7|A0A024RDJ4_A2PYH4|A0A024RDJ4_Q00688|A2PYH4_O75643|A2PYH4_P13010|A2PYH4_P19838|B2RAR6_D9YZU5|B2RAR6_P68871|B7Z4M9_O75376|B7Z4M9_P13010|B7Z4M9_P27695|B7Z4M9_P28347|B7Z4M9_P78527|B7Z4M9_Q59EF3|B7Z4M9_Q5TZP7|B7Z4M9_Q6PGR4|D3DWK1_D9YZU5|D3DWK1_P68871|D9YZU5_P29692|H3BMF4_Q9H211|O00213_O75376|O00213_P13010|O00213_P27695|O00213_P28347|O00213_P78527|O00213_Q59EF3|O00213_Q5TZP7|O00213_Q6PGR4|O75376_P13010|O75376_P27695|O75376_P28347|O75376_P78527|O75376_Q59EF3|O75376_Q5TZP7|P13010_P27695|P13010_P28347|P13010_P78527|P13010_Q59EF3|P13010_Q5TZP7|P13010_Q6PGR4|P19838_Q00688|P27695_P28347|P27695_P78527|P27695_Q59EF3|P27695_Q6PGR4|P28347_P78527|P28347_Q5TZP7|P28347_Q6PGR4|P29692_P68871|P78527_Q00688|P78527_Q59EF3|P78527_Q5TZP7|P78527_Q6PGR4|Q59EF3_Q5TZP7|Q59EF3_Q6PGR4|Q5TZP7_Q6PGR4|Q9H211_Q9H2V7	7.69461459014468	2	27	no (A2PYH4)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
15749829				A0A0A0MRG2_A0A0B4J1W3|A0A0A0MRG2_A8MZB2|A0A0A0MRG2_B2RBE5|A0A0A0MRG2_B7Z4M9|A0A0A0MRG2_O00213|A0A0A0MRG2_P61599|A0A0A0MRG2_Q9BXJ9|A0A0B4J1W3_A0A140VJC8|A0A0B4J1W3_B4DGD0|A0A0B4J1W3_B4DJT9|A0A0B4J1W3_E9PG40|A0A0B4J1W3_P05067|A0A140VJC8_A8MZB2|A0A140VJC8_B2RBE5|A0A140VJC8_B7Z4M9|A0A140VJC8_O00213|A0A140VJC8_P61599|A0A140VJC8_Q9BXJ9|A8MZB2_B4DGD0|A8MZB2_B4DJT9|A8MZB2_E9PG40|A8MZB2_P05067|B2RBE5_B4DGD0|B2RBE5_B4DJT9|B2RBE5_E9PG40|B2RBE5_P05067|B4DGD0_B7Z4M9|B4DGD0_O00213|B4DGD0_P61599|B4DGD0_Q9BXJ9|B4DJT9_B7Z4M9|B4DJT9_O00213|B4DJT9_P61599|B4DJT9_Q9BXJ9|B7Z4M9_E9PG40|B7Z4M9_P05067|E9PG40_O00213|E9PG40_P61599|E9PG40_Q9BXJ9|O00213_P05067|P05067_P61599|P05067_Q9BXJ9	7.69395699203512	1	12	no (P61599)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
17151076				G5E9W3_O94913|G5E9W3_Q92989|O75616_O94913|O94913_Q92989|O94913_Q9NP77|O94913_Q9UKF6|Q92989_Q9UKF6	7.69395699203512	2	6	no (O94913,Q9UKF6)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
20814433				A0A024QZQ1_A0A024R9Q9|A0A024QZQ1_Q9UBK2|A0A024R9Q9_A8K128|A0A024R9Q9_B0QZ35|A0A024R9Q9_E9PC49|A0A024R9Q9_Q96EB6|A0A024RDQ9_A8MTU8|A0A024RDQ9_B3KR77|A0A024RDQ9_B7ZM40|A0A024RDQ9_P36956|A0A024RDQ9_Q12778|A0A024RDQ9_Q86YN6|A0A024RDQ9_Q92793|A0A087WXV4_B7ZM40|A0A087WXV4_Q86YN6|A8K128_Q9UBK2|A8MTU8_P30825|A8MTU8_Q12778|A8MTU8_Q92793|B0QZ35_Q9UBK2|B3KR77_P30825|B3KR77_Q12778|B3KR77_Q92793|B7ZM40_B9VVT8|B7ZM40_F1D8S2|B7ZM40_F1D8T0|B7ZM40_F1D8T1|B7ZM40_P30825|B7ZM40_P41235|B7ZM40_Q09472|B7ZM40_Q15788|B7ZM40_Q7Z6C1|B7ZM40_Q92793|B9VVT8_Q86YN6|E9PC49_Q9UBK2|F1D8S2_Q86YN6|F1D8T0_Q86YN6|F1D8T1_Q86YN6|P30825_P36956|P30825_Q12778|P30825_Q86YN6|P30825_Q92793|P36956_Q12778|P36956_Q92793|P41235_Q86YN6|Q09472_Q15788|Q09472_Q86YN6|Q09472_Q92793|Q12778_Q92793|Q15788_Q7Z6C1|Q15788_Q86YN6|Q15788_Q92793|Q7Z6C1_Q86YN6|Q7Z6C1_Q92793|Q86YN6_Q92793|Q96EB6_Q9UBK2	7.69306525898567	11	40	no (Q86YN6)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
20029648				B3KY45_P11021|B3KY45_P35638|B3KY45_Q53YD1|B3KY45_Q8N6C5|B3KY45_V9HWB4|E7ER02_P11021|E7ER02_P35638|E7ER02_Q53YD1|E7ER02_Q8N6C5|E7ER02_V9HWB4|P11021_P35638|P11021_Q53YD1|P11021_Q68DI6|P11021_Q8N6C5|P11021_Q9NZJ5|P35638_Q68DI6|P35638_Q7L3B6|P35638_Q8N6C5|P35638_Q9NZJ5|P35638_V9HWB4|Q53YD1_Q68DI6|Q53YD1_Q7L3B6|Q53YD1_Q8N6C5|Q53YD1_Q9NZJ5|Q53YD1_V9HWB4|Q68DI6_Q8N6C5|Q68DI6_V9HWB4|Q8N6C5_Q9NZJ5|Q8N6C5_V9HWB4|Q9NZJ5_V9HWB4	7.69282612587742	0	10	no (Q8N6C5)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
15043764				A0A024RDU3_P08684|A0A024RDU3_Q6GRK0|B4DPW8_F1D8Q5|B4DPW8_F1DAL4|B4DPW8_P08684|B4DPW8_P19793|B4DPW8_Q14994|B4DPW8_Q15788|B4DPW8_Q59EE8|B4DPW8_Q6GRK0|B4DPW8_Q6P3U7|B4DPW8_Q93038|B4DPW8_Q9Y6Q9|B7Z6Q5_F1D8Q5|B7Z6Q5_F1DAL4|B7Z6Q5_P08684|B7Z6Q5_P19793|B7Z6Q5_Q14994|B7Z6Q5_Q15788|B7Z6Q5_Q6GRK0|B7Z6Q5_Q6P3U7|F1D8P8_F1D8Q5|F1D8P8_F1DAL4|F1D8P8_P08684|F1D8P8_P19793|F1D8P8_Q14994|F1D8P8_Q15788|F1D8P8_Q6GRK0|F1D8P8_Q6P3U7|F1D8Q5_F1DAL4|F1D8Q5_P08684|F1D8Q5_P11473|F1D8Q5_P16278|F1D8Q5_Q14994|F1D8Q5_Q15596|F1D8Q5_Q15648|F1D8Q5_Q15788|F1D8Q5_Q59EE8|F1D8Q5_Q6GRK0|F1D8Q5_Q93038|F1D8Q5_Q9Y6Q9|F1DAL4_P08684|F1DAL4_P11473|F1DAL4_P16278|F1DAL4_P19793|F1DAL4_P56470|F1DAL4_Q15596|F1DAL4_Q15648|F1DAL4_Q15788|F1DAL4_Q59EE8|F1DAL4_Q6FHZ4|F1DAL4_Q6GRK0|F1DAL4_Q6P3U7|F1DAL4_Q93038|F1DAL4_Q9Y6Q9|L7MTJ6_P08684|L7MTJ6_Q6GRK0|O60858_P08684|O60858_Q6GRK0|P08684_P11473|P08684_P16278|P08684_P19793|P08684_Q14994|P08684_Q15596|P08684_Q15648|P08684_Q15788|P08684_Q59EE8|P08684_Q6P3U7|P08684_Q93038|P08684_Q9Y6Q9|P11473_P19793|P11473_Q14994|P11473_Q15788|P11473_Q6GRK0|P11473_Q6P3U7|P16278_P19793|P16278_Q14994|P16278_Q15788|P16278_Q6GRK0|P16278_Q6P3U7|P19793_Q14994|P19793_Q15596|P19793_Q15648|P19793_Q15788|P19793_Q59EE8|P19793_Q6GRK0|P19793_Q93038|P19793_Q9Y6Q9|P56470_Q14994|Q14994_Q15596|Q14994_Q15648|Q14994_Q15788|Q14994_Q59EE8|Q14994_Q6FHZ4|Q14994_Q6GRK0|Q14994_Q6P3U7|Q14994_Q93038|Q14994_Q9Y6Q9|Q15596_Q15788|Q15596_Q59EE8|Q15596_Q6GRK0|Q15596_Q6P3U7|Q15596_Q93038|Q15596_Q9Y6Q9|Q15648_Q15788|Q15648_Q6GRK0|Q15648_Q6P3U7|Q15788_Q59EE8|Q15788_Q6GRK0|Q15788_Q6P3U7|Q15788_Q93038|Q15788_Q9Y6Q9|Q59EE8_Q6GRK0|Q59EE8_Q6P3U7|Q6GRK0_Q6P3U7|Q6GRK0_Q93038|Q6GRK0_Q9Y6Q9|Q6P3U7_Q93038|Q6P3U7_Q9Y6Q9	7.69233049566803	21	81	no (P08684,P16278,P56470,Q14994,Q93038)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
15165288				A0A087WUF6_B4DNQ5|A0A087WUF6_B4DVM1|A0A087WUF6_B5MC21|A0A087WUF6_I3WAC9|A0A087WUF6_P01133|A0A087WUF6_P01308|A0A087WUF6_P05231|A0A087WUF6_P05305|A0A087WUF6_P10696|A0A087WUF6_Q6FH53|A0A087WUF6_Q75MH2|B4DNQ5_I3WAC9|B4DNQ5_P01133|B4DNQ5_P01308|B4DNQ5_P05305|B4DNQ5_P09038|B4DNQ5_P10696|B4DNQ5_Q6FH53|B4DVM1_I3WAC9|B4DVM1_P01133|B4DVM1_P01308|B4DVM1_P05305|B4DVM1_P09038|B4DVM1_P10696|B4DVM1_Q6FH53|B5MC21_I3WAC9|B5MC21_P01133|B5MC21_P01308|B5MC21_P05305|B5MC21_P09038|B5MC21_P10696|B5MC21_Q6FH53|I3WAC9_P01133|I3WAC9_P05231|I3WAC9_P05305|I3WAC9_P09038|I3WAC9_P10696|I3WAC9_Q6FH53|I3WAC9_Q75MH2|P01133_P01308|P01133_P05231|P01133_P05305|P01133_P09038|P01133_P10696|P01133_Q6FH53|P01133_Q75MH2|P01308_P05231|P01308_P05305|P01308_P09038|P01308_P10696|P01308_Q6FH53|P01308_Q75MH2|P05231_P05305|P05231_P09038|P05231_P10696|P05231_Q6FH53|P05305_P09038|P05305_P10696|P05305_Q75MH2|P09038_P10696|P09038_Q6FH53|P09038_Q75MH2|P10696_Q6FH53|P10696_Q75MH2|Q6FH53_Q75MH2	7.69233049566803	6	39	no (P10696)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
16602827				A0A024R2Q3_A0A0S2Z4R0|A0A024R2Q3_A0A0S2Z4S3|A0A024R2Q3_B7Z2B6|A0A024R2Q3_O15169|A0A024R2Q3_P25054|A0A024R2Q3_P49841|A0A024R2Q3_Q4LE70|A0A024R2Q3_Q6FI27|A0A024R316_Q07954|A0A024R316_Q59FG2|A0A024R316_Q5TD97|A0A024R316_Q9UBV8|A0A0S2Z4R0_B4DGU4|A0A0S2Z4R0_B7Z2B6|A0A0S2Z4R0_P25054|A0A0S2Z4R0_P35222|A0A0S2Z4R0_Q4LE70|A0A0S2Z4S3_B4DGU4|A0A0S2Z4S3_B7Z2B6|A0A0S2Z4S3_P25054|A0A0S2Z4S3_P35222|A0A0S2Z4S3_Q4LE70|B3KQX9_Q07954|B3KQX9_Q59FG2|B3KQX9_Q5TD97|B3KQX9_Q9UBV8|B4DGU4_B7Z2B6|B4DGU4_O15169|B4DGU4_P25054|B4DGU4_P49841|B4DGU4_Q4LE70|B4DGU4_Q6FI27|B7Z2B6_O15169|B7Z2B6_P35222|B7Z2B6_P49841|B7Z2B6_Q6FI27|O15169_P25054|O15169_P35222|O15169_Q4LE70|P25054_P35222|P25054_P49841|P25054_Q6FI27|P35222_P49841|P35222_Q4LE70|P35222_Q6FI27|P41221_Q01974|P41221_Q07954|P41221_Q59FG2|P41221_Q5TD97|P41221_Q9UBV8|P41221_Q9ULK5|P49841_Q4LE70|Q01974_Q9ULK5|Q4LE70_Q6FI27	7.69233049566803	4	26		part			no	no	no	no	no	no	no	no	yes	part	part	yes	part	no	no	no	no	part	part
21409565				H3BN63_O14867|H3BN63_P27694|H3BN63_P51587|O14867_Q7Z589|O14867_Q86YC2|P27694_P51587|P27694_Q86YC2|P51587_Q86YC2|P51587_Q96IQ6|P51587_Q9UIV1|P83916_Q96IQ6|P83916_Q9UIV1|Q6IBN6_Q96IQ6|Q6IBN6_Q9UIV1	7.69233049566803	3	8		part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
9687533				A0A024QZD6_O00459|A0A024QZD6_P29353|A0A024QZD6_Q13094|A0A024QZD6_Q6PD62|B0AZV7_Q2L6I0|B0AZV7_Q96QC0|B0LPF3_C9JF66|B0LPF3_Q6PIZ9|B0LPF3_Q92562|B4DT49_Q2L6I0|B4DT49_Q96QC0|C9JF66_O00459|C9JF66_P06241|C9JF66_P12931|C9JF66_P27986|C9JF66_P62993|C9JF66_Q6PD62|C9JF66_Q9HD26|O00459_O43561|O00459_Q13094|O00459_Q6PIZ9|O00459_Q9HD26|O43561_P29353|O43561_Q13094|O43561_Q6PD62|P01730_Q2L6I0|P01730_Q96QC0|P01732_Q2L6I0|P01732_Q96QC0|P06241_Q6PIZ9|P12931_Q6PIZ9|P19957_Q92562|P27986_Q6PIZ9|P29353_Q6PD62|P62993_Q6PIZ9|P62993_Q92562|Q2L6I0_Q6ZVS2|Q2L6I0_Q8TAW8|Q6PD62_Q6PIZ9|Q6PIZ9_Q9HD26|Q6ZVS2_Q96QC0|Q86WV1_Q92562|Q8TAW8_Q96QC0|Q92562_V9HW03	7.69233049566803	8	23	no (P01732,P19957,Q6PIZ9)	part			no	no	no	no	no	no	no	no	yes	yes	part	no	no	no	no	no	no	part	part
