pair_id_clean	ida_clean	idb_clean	pubid	taxon	OmniPath_ptm
O00401_Q07912	Q07912	O00401	19534553	9606	1
O00401_Q07912	Q07912	O00401	18083107	9606	1
O43665_Q13153	Q13153	O43665	11443111	9606	1
O43665_P17612	P17612	O43665		9606	1
P28482_Q9Y463	Q9Y463	P28482		9606	1
P28482_Q9Y463	P28482	Q9Y463		9606	1
P24385_Q9Y463	Q9Y463	P24385		9606	1
P20823_Q9Y463	Q9Y463	P20823	11980910	9606	1
Q9Y463_Q9Y5B0	Q9Y463	Q9Y5B0	12591939	9606	1
O75533_Q9Y463	Q9Y463	O75533	16512921	9606	1
Q9Y463_Q9Y478	Q9Y463	Q9Y478	9305909	9606	1
P25098_P32245	P25098	P32245	12639913	9606	1
P06493_P32245	P06493	P32245	12639913	9606	1
P17612_P32245	P17612	P32245		9606	1
Q8IXL6_Q9GZV9	Q8IXL6	Q9GZV9		9606	1
Q00535_Q9UM11	Q00535	Q9UM11		9606	1
O15516_Q00535	Q00535	O15516		9606	1
Q00535_Q13794	Q00535	Q13794		9606	1
Q00535_Q9Y490	Q00535	Q9Y490		9606	1
Q00535_Q92558	Q00535	Q92558		9606	1
Q00535_Q9NZ72	Q00535	Q9NZ72		9606	1
P15927_Q00535	Q00535	P15927		9606	1
Q00535_Q16643	Q00535	Q16643		9606	1
Q00535_Q99719	Q00535	Q99719		9606	1
O14939_Q00535	Q00535	O14939		9606	1
Q00535_Q12879	Q00535	Q12879		9606	1
O60260_Q00535	Q00535	O60260		9606	1
Q00535_Q14814	Q00535	Q14814		9606	1
O00429_Q00535	Q00535	O00429	17553808	9606	1
O00429_Q00535	Q00535	O00429		9606	1
P62136_Q00535	Q00535	P62136		9606	1
Q00535_Q96RR4	Q00535	Q96RR4		9606	1
P48730_Q00535	P48730	Q00535		9606	1
Q00535_Q8IWU2	Q00535	Q8IWU2		9606	1
Q00535_Q05193	Q00535	Q05193		9606	1
Q00535_Q9GZM8	Q00535	Q9GZM8		9606	1
O60566_Q00535	Q00535	O60566	19015317	9606	1
O60566_Q00535	Q00535	O60566	17785528	9606	1
Q00535_Q16236	Q00535	Q16236		9606	1
P48729_Q00535	P48729	Q00535		9606	1
O43464_Q00535	Q00535	O43464		9606	1
P47989_Q00535	Q00535	P47989		9606	1
Q00535_Q9Y371	Q00535	Q9Y371	21499257	9606	1
Q00535_Q96KR7	Q00535	Q96KR7		9606	1
P08670_Q00535	Q00535	P08670	21465480	9606	1
P08670_Q00535	Q00535	P08670	19007248	9606	1
P08670_Q00535	Q00535	P08670	16964243	9606	1
P08670_Q00535	Q00535	P08670	17287340	9606	1
P08670_Q00535	Q00535	P08670	16565220	9606	1
P08670_Q00535	Q00535	P08670	17081983	9606	1
P08670_Q00535	Q00535	P08670	18669648	9606	1
P08670_Q00535	Q00535	P08670	19690332	9606	1
P08670_Q00535	Q00535	P08670	19413330	9606	1
P08670_Q00535	Q00535	P08670	17924679	9606	1
P08670_Q00535	Q00535	P08670	18691976	9606	1
P08670_Q00535	Q00535	P08670	19369195	9606	1
O43602_Q00535	Q00535	O43602		9606	1
Q00535_Q14896	Q00535	Q14896	18802026	9606	1
Q00535_Q14896	Q00535	Q14896	20151718	9606	1
Q00535_Q14896	Q00535	Q14896	17560599	9606	1
P26358_Q00535	Q00535	P26358		9606	1
Q00535_Q15078	Q00535	Q15078	18326489	9606	1
Q00535_Q15078	Q00535	Q15078	17121855	9606	1
Q00535_Q15078	Q00535	Q15078	20097924	9606	1
P42858_Q00535	Q00535	P42858	18691976	9606	1
P42858_Q00535	Q00535	P42858	17611284	9606	1
P42858_Q00535	Q00535	P42858	19413330	9606	1
P42858_Q00535	Q00535	P42858		9606	1
Q00535_Q06413	Q00535	Q06413	15340086	9606	1
Q00535_Q99490	Q00535	Q99490		9606	1
P49418_Q00535	Q00535	P49418		9606	1
O14733_Q00535	O14733	Q00535	9038181	9606	1
P07814_Q00535	Q00535	P07814	18220336	9606	1
P07814_Q00535	Q00535	P07814	17287340	9606	1
P07814_Q00535	Q00535	P07814	19690332	9606	1
P07814_Q00535	Q00535	P07814	18669648	9606	1
P07814_Q00535	Q00535	P07814	19413330	9606	1
P07814_Q00535	Q00535	P07814	17924679	9606	1
P07814_Q00535	Q00535	P07814	21220307	9606	1
P07814_Q00535	Q00535	P07814	18691976	9606	1
P07814_Q00535	Q00535	P07814	19369195	9606	1
P29474_Q00535	Q00535	P29474	20213743	9606	1
Q00535_Q14194	Q00535	Q14194		9606	1
P00519_Q00535	P00519	Q00535	10500146	9606	1
P16949_Q00535	Q00535	P16949		9606	1
P07196_Q00535	Q00535	P07196		9606	1
P10636_Q00535	Q00535	P10636	19651622	9606	1
P10636_Q00535	Q00535	P10636	7566346	9606	1
P10636_Q00535	Q00535	P10636	12387894	9606	1
P10636_Q00535	Q00535	P10636	9771888	9606	1
P10636_Q00535	Q00535	P10636		9606	1
P41236_Q00535	Q00535	P41236	8288648	9606	1
O94811_Q00535	Q00535	O94811	17693641	9606	1
O94811_Q00535	Q00535	O94811	15822905	9606	1
O94811_Q00535	Q00535	O94811	18669648	9606	1
O94811_Q00535	Q00535	O94811	19413330	9606	1
Q00535_Q3V6T2	Q00535	Q3V6T2		9606	1
Q00535_Q00536	Q00535	Q00536		9606	1
P33981_Q00535	Q00535	P33981	18680479	9606	1
P04156_Q00535	Q00535	P04156		9606	1
P24593_Q00535	Q00535	P24593	17496250	9606	1
P47710_Q00535	Q00535	P47710	17646876	9606	1
P21860_Q00535	Q00535	P21860		9606	1
Q00535_Q8NEB9	Q00535	Q8NEB9		9606	1
Q00535_Q15833	Q00535	Q15833	17716669	9606	1
Q00535_Q15833	Q00535	Q15833		9606	1
P61218_Q00535	Q00535	P61218	11486042	9606	1
P48681_Q00535	Q00535	P48681		9606	1
O75553_Q00535	Q00535	O75553		9606	1
Q00535_Q14195	Q00535	Q14195		9606	1
Q00535_Q13536	Q00535	Q13536		9606	1
O14827_Q00535	Q00535	O14827	15128856	9606	1
P51955_Q5FBB7	P51955	Q5FBB7	17621308	9606	1
P51955_Q5FBB7	P51955	Q5FBB7	18669648	9606	1
O14777_P51955	P51955	O14777		9606	1
P36873_P51955	P51955	P36873	10880350	9606	1
P51955_Q8N137	P51955	Q8N137		9606	1
P51955_Q13188	Q13188	P51955	21076410	9606	1
P51955_Q13188	Q13188	P51955	17197699	9606	1
P05107_P51955	P51955	P05107	11700305	9606	1
P05107_P51955	P51955	P05107	12682249	9606	1
P28482_Q07866	P28482	Q07866		9606	1
P54646_Q07866	P54646	Q07866	20074060	9606	1
P54646_Q07866	P54646	Q07866	18669648	9606	1
Q06413_Q9H1R3	Q9H1R3	Q06413		9606	1
P58012_P63279	P63279	P58012		9606	1
P49841_P58012	P49841	P58012		9606	1
P52907_P68400	P68400	P52907		9606	1
P17931_P19784	P19784	P17931		9606	1
P19784_Q9NQB0	P19784	Q9NQB0		9606	1
P19784_P21673	P19784	P21673		9606	1
P19784_Q9UQE7	P19784	Q9UQE7		9606	1
P19784_P60484	P19784	P60484		9606	1
P19784_Q96SB4	P19784	Q96SB4		9606	1
P19784_P32121	P19784	P32121		9606	1
P19784_Q00613	P19784	Q00613		9606	1
P18887_P19784	P19784	P18887		9606	1
P19784_Q99801	P19784	Q99801		9606	1
P13349_P19784	P19784	P13349		9606	1
P19784_P62158	P19784	P62158		9606	1
P18846_P19784	P19784	P18846		9606	1
P19784_P67870	P19784	P67870		9606	1
P09497_P19784	P19784	P09497		9606	1
P19784_P51946	P19784	P51946		9606	1
P14598_P19784	P19784	P14598		9606	1
P19784_Q03135	P19784	Q03135		9606	1
P19784_P49841	P49841	P19784	12628006	9606	1
P19784_P55087	P19784	P55087		9606	1
P19784_Q12972	P19784	Q12972		9606	1
P19784_P55957	P19784	P55957		9606	1
P19784_Q13351	P19784	Q13351		9606	1
P19784_P84090	P19784	P84090		9606	1
P11836_P19784	P19784	P11836		9606	1
P19784_Q9UNN4	P19784	Q9UNN4		9606	1
P19784_Q92598	P19784	Q92598		9606	1
Q15831_Q9H0K1	Q15831	Q9H0K1	14976552	9606	1
Q15078_Q9H0K1	Q9H0K1	Q15078		9606	1
P17612_Q9H0K1	P17612	Q9H0K1		9606	1
Q6UUV9_Q9H0K1	Q9H0K1	Q6UUV9	17525332	9606	1
Q6UUV9_Q9H0K1	Q9H0K1	Q6UUV9	18669648	9606	1
Q6UUV9_Q9H0K1	Q9H0K1	Q6UUV9	16817901	9606	1
P33981_P38646	P33981	P38646	17573779	9606	1
P05023_P17612	P17612	P05023		9606	1
P17612_Q9Y6R1	P17612	Q9Y6R1		9606	1
Q9UEW8_Q9Y6R1	Q9UEW8	Q9Y6R1		9606	1
P17252_P41091	P17252	P41091		9606	1
P53779_P54259	P53779	P54259		9606	1
P45984_P54259	P45984	P54259		9606	1
P68400_Q13393	P68400	Q13393		9606	1
P54646_Q13393	P54646	Q13393		9606	1
P17252_Q13393	P17252	Q13393		9606	1
O14974_Q16566	Q16566	O14974	12919947	9606	1
Q16566_Q99623	Q16566	Q99623		9606	1
P14866_Q16566	Q16566	P14866		9606	1
Q16566_Q96RR4	Q96RR4	Q16566	8702940	9606	1
Q16566_Q96RR4	Q96RR4	Q16566	15143065	9606	1
Q16566_Q96RR4	Q96RR4	Q16566	19506079	9606	1
P16220_Q16566	Q16566	P16220	7958915	9606	1
P16220_Q16566	Q16566	P16220		9606	1
Q16566_Q8N5S9	Q8N5S9	Q16566	8702940	9606	1
Q16566_Q8N5S9	Q8N5S9	Q16566	15143065	9606	1
Q16566_Q8N5S9	Q8N5S9	Q16566	19506079	9606	1
Q16566_Q8N5S9	Q8N5S9	Q16566		9606	1
P16949_Q16566	Q16566	P16949		9606	1
Q14012_Q16566	Q14012	Q16566	8702940	9606	1
Q14012_Q16566	Q14012	Q16566	15143065	9606	1
P29475_Q16566	Q16566	P29475		9606	1
P06493_P31350	P06493	P31350		9606	1
P67775_Q8TD08	P67775	Q8TD08		9606	1
P05412_Q8TD08	Q8TD08	P05412		9606	1
P18031_Q8TD08	P18031	Q8TD08		9606	1
P49841_Q14103	P49841	Q14103	12819195	9606	1
O14920_Q9Y6K9	O14920	Q9Y6K9		9606	1
P25098_P51681	P25098	P51681	10085131	9606	1
P25098_P51681	P25098	P51681		9606	1
P17252_P51681	P17252	P51681	12403770	9606	1
P17252_P51681	P17252	P51681	10085131	9606	1
O15516_P49841	P49841	O15516		9606	1
P17612_Q09470	P17612	Q09470		9606	1
P28482_Q13586	P28482	Q13586		9606	1
P06493_Q13586	P06493	Q13586		9606	1
P17252_Q9BR39	P17252	Q9BR39		9606	1
O60331_P31751	P31751	O60331		9606	1
Q8TD19_Q92686	Q8TD19	Q92686	8080473	9606	1
P17252_Q92686	P17252	Q92686		9606	1
P05771_Q92686	P05771	Q92686		9606	1
Q13882_Q9UGK3	Q13882	Q9UGK3	12540842	9606	1
Q13882_Q9UGK3	Q13882	Q9UGK3	19393627	9606	1
P49841_Q9UGK3	P49841	Q9UGK3	12540842	9606	1
P49841_Q9UGK3	P49841	Q9UGK3	17368569	9606	1
P28482_Q05682	P28482	Q05682		9606	1
Q05682_Q13177	Q13177	Q05682		9606	1
O75914_Q05682	O75914	Q05682		9606	1
P06493_Q05682	P06493	Q05682		9606	1
P17252_Q05682	P17252	Q05682		9606	1
Q05682_Q15746	Q15746	Q05682		9606	1
P28482_Q15796	P28482	Q15796		9606	1
Q15796_Q16539	Q16539	Q15796	11027280	9606	1
Q13554_Q15796	Q13554	Q15796	11879191	9606	1
O00238_Q15796	O00238	Q15796	9136927	9606	1
Q15796_Q92831	Q92831	Q15796		9606	1
P49841_Q9Y6H5	P49841	Q9Y6H5		9606	1
P28482_Q16690	P28482	Q16690		9606	1
P31749_Q92547	P31749	Q92547		9606	1
Q15149_Q9HBH9	Q9HBH9	Q15149		9606	1
P09651_Q9HBH9	Q9HBH9	P09651	16111636	9606	1
P09651_Q9HBH9	Q9HBH9	P09651	19413330	9606	1
Q01970_Q13237	Q13237	Q01970	11325525	9606	1
Q01970_Q13237	Q13237	Q01970	16126727	9606	1
P17252_Q01970	P17252	Q01970		9606	1
P17612_Q01970	P17612	Q01970		9606	1
P42679_P78324	P42679	P78324		9606	1
P11473_P68400	P68400	P11473	8622969	9606	1
P11473_P68400	P68400	P11473	8384219	9606	1
P11473_P68400	P68400	P11473		9606	1
P11473_P68400	P68400	P11473	15474498	9606	1
P11473_P17252	P17252	P11473		9606	1
P05771_P11473	P05771	P11473	8622969	9606	1
P05771_P11473	P05771	P11473	8384219	9606	1
P11473_P17612	P17612	P11473		9606	1
P05771_Q5T7P8	P05771	Q5T7P8		9606	1
P28482_Q8TEW0	P28482	Q8TEW0	15721295	9606	1
P28482_Q8TEW0	P28482	Q8TEW0	14653998	9606	1
O14965_Q8TEW0	O14965	Q8TEW0	19812038	9606	1
Q8TEW0_Q96GD4	Q96GD4	Q8TEW0		9606	1
Q7KZI7_Q8TEW0	Q7KZI7	Q8TEW0		9606	1
O75952_P49841	P49841	O75952		9606	1
P06127_P17252	P17252	P06127	11123317	9606	1
P06127_P17252	P17252	P06127	9834084	9606	1
P05771_P06127	P05771	P06127		9606	1
P40429_P53355	P53355	P40429		9606	1
P15391_P28482	P28482	P15391		9606	1
P11388_P28482	P28482	P11388	7635160	9606	1
P11388_P28482	P28482	P11388	9761967	9606	1
P11388_P28482	P28482	P11388	7961967	9606	1
P11388_P28482	P28482	P11388	9804834	9606	1
P10242_P28482	P28482	P10242		9606	1
P22736_P28482	P28482	P22736		9606	1
P28482_Q12772	P28482	Q12772	14988395	9606	1
P28482_Q12772	P28482	Q12772		9606	1
P28482_Q92974	P28482	Q92974		9606	1
P28482_P49815	P28482	P49815		9606	1
P28482_P49815	P28482	P49815	15963462	9606	1
P28482_P49815	P28482	P49815	15342917	9606	1
P28482_P49815	P28482	P49815	12438239	9606	1
P28482_P49815	P28482	P49815	12150915	9606	1
P28482_Q8IX03	P28482	Q8IX03		9606	1
P28482_P49137	P28482	P49137		9606	1
P28482_P49137	P28482	P49137	8846784	9606	1
P28482_Q96RK0	P28482	Q96RK0		9606	1
P28482_Q13322	P28482	Q13322		9606	1
P28482_P32004	P28482	P32004		9606	1
P19838_P28482	P28482	P19838	15642694	9606	1
P19838_P28482	P28482	P19838	12947093	9606	1
P19634_P28482	P28482	P19634		9606	1
P28482_P47712	P28482	P47712	9468497	9606	1
P28482_P47712	P28482	P47712		9606	1
P28482_P41182	P28482	P41182	9649500	9606	1
P19419_P28482	P28482	P19419	10637505	9606	1
P19419_P28482	P28482	P19419	7889942	9606	1
P19419_P28482	P28482	P19419	19690332	9606	1
P28482_Q9NRA0	P28482	Q9NRA0		9606	1
P28482_Q9BY84	P28482	Q9BY84		9606	1
P05787_P28482	P28482	P05787		9606	1
P28482_P67775	P67775	P28482		9606	1
P28482_P30041	P28482	P30041		9606	1
O75581_P28482	P28482	O75581		9606	1
P28482_Q16828	P28482	Q16828		9606	1
P28482_Q07889	P28482	Q07889		9606	1
P28482_Q07889	P28482	Q07889	12509440	9606	1
P28482_P42338	P28482	P42338	12502714	9606	1
P28482_Q96PH1	P28482	Q96PH1		9606	1
P28482_P78536	P28482	P78536		9606	1
P28482_Q9UBN7	P28482	Q9UBN7		9606	1
O75582_P28482	P28482	O75582	15568999	9606	1
O75582_P28482	P28482	O75582	17117922	9606	1
P28482_P36956	P28482	P36956		9606	1
O43623_P28482	P28482	O43623		9606	1
O60504_P28482	P28482	O60504	18187866	9606	1
O60504_P28482	P28482	O60504	15302935	9606	1
O60504_P28482	P28482	O60504	16964243	9606	1
O60504_P28482	P28482	O60504	19690332	9606	1
O60504_P28482	P28482	O60504	18669648	9606	1
O60504_P28482	P28482	O60504	19413330	9606	1
O60504_P28482	P28482	O60504	18691976	9606	1
O60504_P28482	P28482	O60504	19369195	9606	1
O60504_P28482	P28482	O60504		9606	1
P28482_Q15672	P28482	Q15672		9606	1
P26045_P28482	P28482	P26045	9341175	9606	1
P28482_P36507	P36507	P28482	17192257	9606	1
P28482_P36507	P36507	P28482	17389395	9606	1
P28482_P36507	P36507	P28482	17081983	9606	1
P28482_P36507	P36507	P28482	18669648	9606	1
P28482_P36507	P36507	P28482	19690332	9606	1
P28482_P36507	P36507	P28482	18691976	9606	1
P28482_P36507	P36507	P28482	19369195	9606	1
P28482_P36507	P36507	P28482	15592455	9606	1
P28482_P36507	P36507	P28482	16094384	9606	1
P28482_P36507	P36507	P28482	15951569	9606	1
P28482_P36507	P36507	P28482	19534553	9606	1
P28482_P36507	P36507	P28482	18083107	9606	1
P28482_P36507	P36507	P28482	19494114	9606	1
P28482_P36507	P36507	P28482	19053285	9606	1
P28482_P28562	P28482	P28562	16286470	9606	1
P28482_P28562	P28482	P28562		9606	1
P15923_P28482	P28482	P15923		9606	1
P06401_P28482	P28482	P06401	8702648	9606	1
P06401_P28482	P28482	P06401	12529413	9606	1
P06401_P28482	P28482	P06401	15798179	9606	1
P06401_P28482	P28482	P06401	10628747	9606	1
P06401_P28482	P28482	P06401	17173941	9606	1
P06401_P28482	P28482	P06401	10655479	9606	1
P06401_P28482	P28482	P06401	18202149	9606	1
P06401_P28482	P28482	P06401	17717077	9606	1
P06401_P28482	P28482	P06401		9606	1
P06401_P28482	P28482	P06401	7983041	9606	1
P28482_P68400	P28482	P68400		9606	1
P28482_P68400	P68400	P28482		9606	1
P28482_Q12913	Q12913	P28482		9606	1
P12270_P28482	P28482	P12270		9606	1
P28482_Q96RS0	P28482	Q96RS0		9606	1
P15336_P28482	P28482	P15336	9430721	9606	1
P15336_P28482	P28482	P15336	21098032	9606	1
P15336_P28482	P28482	P15336	19690332	9606	1
P15336_P28482	P28482	P15336	18669648	9606	1
P15336_P28482	P28482	P15336	17081983	9606	1
P15336_P28482	P28482	P15336	19413330	9606	1
P15336_P28482	P28482	P15336	12110590	9606	1
P15336_P28482	P28482	P15336		9606	1
P28482_Q01860	P28482	Q01860		9606	1
P28482_Q9GZM8	P28482	Q9GZM8	18669648	9606	1
P14618_P28482	P28482	P14618		9606	1
P28482_Q969V6	P28482	Q969V6		9606	1
P02786_P28482	P28482	P02786	3119581	9606	1
P02786_P28482	P28482	P02786	3013873	9606	1
P28482_Q14686	P28482	Q14686		9606	1
P28482_Q05469	P28482	Q05469		9606	1
P28482_P61073	P28482	P61073	20048153	9606	1
P28482_P61073	P28482	P61073	19116316	9606	1
O00562_P28482	P28482	O00562	15125835	9606	1
O00562_P28482	P28482	O00562		9606	1
P28482_Q9BUB5	P28482	Q9BUB5		9606	1
P07101_P28482	P28482	P07101		9606	1
P28482_P43250	P28482	P43250	10334944	9606	1
P28482_Q13480	P28482	Q13480		9606	1
P28482_Q13480	P28482	Q13480	15379552	9606	1
P28482_P32121	P28482	P32121		9606	1
P28482_Q16236	P28482	Q16236	12198130	9606	1
P28482_Q9H8Y8	P28482	Q9H8Y8		9606	1
P28482_Q8IW41	P28482	Q8IW41	9628874	9606	1
P28482_Q8IW41	P28482	Q8IW41		9606	1
P28482_Q00613	P28482	Q00613		9606	1
P28482_Q15418	P28482	Q15418		9606	1
P28482_P78347	P28482	P78347		9606	1
O43524_P28482	P28482	O43524		9606	1
O43521_P28482	P28482	O43521	15486195	9606	1
O43521_P28482	P28482	O43521	12591950	9606	1
P28482_Q14247	P28482	Q14247		9606	1
P28482_Q14005	P28482	Q14005		9606	1
P28482_Q14005	P28482	Q14005	14768064	9606	1
O00213_P28482	P28482	O00213	14697653	9606	1
P28482_Q13164	P28482	Q13164		9606	1
P28482_Q12800	P28482	Q12800		9606	1
P11362_P28482	P28482	P11362		9606	1
P28482_Q96I25	P28482	Q96I25		9606	1
P28482_Q07820	P28482	Q07820	15241487	9606	1
P28482_Q07820	P28482	Q07820	17463001	9606	1
P28482_Q13153	P28482	Q13153	15542607	9606	1
P28482_Q13153	P28482	Q13153		9606	1
P28482_Q02224	P28482	Q02224		9606	1
P11308_P28482	P28482	P11308		9606	1
P28482_P51812	P28482	P51812		9606	1
P28482_Q13625	P28482	Q13625		9606	1
P28482_Q96FF9	P28482	Q96FF9		9606	1
P28482_P49715	P28482	P49715	14701740	9606	1
P28482_P43354	P28482	P43354	17681692	9606	1
P28482_P55211	P28482	P55211		9606	1
P24928_P28482	P28482	P24928		9606	1
P24928_P28482	P28482	P24928	12721286	9606	1
P24928_P28482	P28482	P24928	14517250	9606	1
P28482_P49407	P28482	P49407		9606	1
P28482_P42702	P28482	P42702		9606	1
P28482_Q08499	P28482	Q08499		9606	1
P14598_P28482	P28482	P14598		9606	1
P28482_Q9UKX7	P28482	Q9UKX7		9606	1
P28482_Q96EP5	P28482	Q96EP5		9606	1
P28482_P46527	P28482	P46527		9606	1
P28482_P46527	P28482	P46527	10831586	9606	1
P28482_P46527	P28482	P46527	15034923	9606	1
P28482_P46527	P28482	P46527	17254966	9606	1
P28482_P46527	P28482	P46527	16195327	9606	1
P28482_P49418	P28482	P49418		9606	1
P09874_P28482	P28482	P09874		9606	1
P28482_Q93034	P28482	Q93034	10898738	9606	1
P28482_P53355	P28482	P53355	15616583	9606	1
P28482_P53355	P28482	P53355		9606	1
P28482_P53355	P28482	P53355	16213824	9606	1
P28482_P84243	P28482	P84243		9606	1
P28482_Q13614	P28482	Q13614		9606	1
P26599_P28482	P28482	P26599	12851456	9606	1
P28482_P49841	P28482	P49841	16039586	9606	1
P28482_P49841	P28482	P49841		9606	1
P28482_P49841	P28482	P49841	12054501	9606	1
P17655_P28482	P28482	P17655	14993287	9606	1
P17655_P28482	P28482	P17655	11909964	9606	1
P28482_Q8N9N5	P28482	Q8N9N5		9606	1
P28482_P46734	P46734	P28482		9606	1
O00141_P28482	O00141	P28482	19447520	9606	1
P28482_Q8IZP0	P28482	Q8IZP0		9606	1
P28482_Q7L5N1	P28482	Q7L5N1		9606	1
P28482_P45985	P28482	P45985	11707464	9606	1
P28482_P45985	P28482	P45985	16000309	9606	1
P16949_P28482	P28482	P16949		9606	1
P28482_Q9NYA1	P28482	Q9NYA1		9606	1
P10636_P28482	P28482	P10636		9606	1
P28482_Q15648	P28482	Q15648		9606	1
P28482_Q15648	P28482	Q15648	12356758	9606	1
P28482_P35398	P28482	P35398		9606	1
P02686_P28482	P28482	P02686	1939237	9606	1
P02686_P28482	P28482	P02686		9606	1
P28482_Q9UPT5	P28482	Q9UPT5		9606	1
P28482_Q8IVT5	P28482	Q8IVT5		9606	1
P28482_Q15910	P28482	Q15910	16224021	9606	1
P12980_P28482	P28482	P12980		9606	1
P28482_Q9NRF2	P28482	Q9NRF2		9606	1
P17844_P28482	P28482	P17844	7525583	9606	1
P28482_Q13424	P28482	Q13424	10212242	9606	1
P28482_Q13424	P28482	Q13424		9606	1
O94811_P28482	P28482	O94811	17693641	9606	1
O94811_P28482	P28482	O94811	15822905	9606	1
O94811_P28482	P28482	O94811	18669648	9606	1
O94811_P28482	P28482	O94811	19413330	9606	1
P04049_P28482	P28482	P04049	18691976	9606	1
P04049_P28482	P28482	P04049	8349614	9606	1
P04049_P28482	P28482	P04049	10801873	9606	1
P28482_Q15797	P28482	Q15797	9335504	9606	1
P28482_Q15797	P28482	Q15797		9606	1
P28482_Q15797	P28482	Q15797	10085121	9606	1
P28482_Q15797	P28482	Q15797	9748228	9606	1
P28482_Q13362	P28482	Q13362		9606	1
P28482_P50548	P28482	P50548		9606	1
P23443_P28482	P28482	P23443		9606	1
P28482_Q8N122	P28482	Q8N122		9606	1
P28482_P35236	P28482	P35236		9606	1
P28482_Q14674	P28482	Q14674	11747808	9606	1
P28482_Q14674	P28482	Q14674		9606	1
P28482_Q01196	P28482	Q01196		9606	1
P17535_P28482	P28482	P17535		9606	1
P28482_P33076	P28482	P33076		9606	1
P23396_P28482	P28482	P23396	15950189	9606	1
P23396_P28482	P28482	P23396		9606	1
P28482_Q15256	P28482	Q15256		9606	1
P28482_Q15554	P28482	Q15554	16223874	9606	1
P28482_Q07666	P28482	Q07666		9606	1
P28482_Q96LC9	P28482	Q96LC9		9606	1
P28482_Q15906	P28482	Q15906	7702631	9606	1
P17480_P28482	P28482	P17480		9606	1
P28482_P46695	P28482	P46695	12356731	9606	1
P28482_P49790	P28482	P49790		9606	1
P28482_Q9NQ66	P28482	Q9NQ66		9606	1
P28482_P41238	P28482	P41238	11463337	9606	1
O95997_P28482	P28482	O95997		9606	1
P28482_Q9ULC4	P28482	Q9ULC4		9606	1
P28482_Q9ULC4	P28482	Q9ULC4	17016429	9606	1
P28482_Q02447	P28482	Q02447		9606	1
P28482_P51170	P28482	P51170		9606	1
P24046_P28482	P28482	P24046		9606	1
P28482_P78543	P28482	P78543	15788397	9606	1
P28482_P49585	P28482	P49585		9606	1
P28482_Q08493	P28482	Q08493		9606	1
P98082_Q05655	Q05655	P98082		9606	1
P05771_P98082	P05771	P98082		9606	1
P32929_Q13237	Q13237	P32929		9606	1
Q01995_Q13237	Q13237	Q01995	11053353	9606	1
P04792_Q13237	Q13237	P04792		9606	1
Q13237_Q14847	Q13237	Q14847		9606	1
P29474_Q13237	Q13237	P29474		9606	1
Q13237_Q14872	Q13237	Q14872	11923282	9606	1
P31749_Q13107	P31749	Q13107		9606	1
P17252_Q9HAN9	P17252	Q9HAN9		9606	1
P53350_Q9BQQ3	P53350	Q9BQQ3		9606	1
P45984_Q9BQQ3	P45984	Q9BQQ3		9606	1
P68400_Q6VY07	P68400	Q6VY07		9606	1
Q15418_Q6VY07	Q15418	Q6VY07	14633983	9606	1
P25098_P55072	P25098	P55072	16027165	9606	1
P25098_P55072	P25098	P55072	16140914	9606	1
P55072_P78527	P78527	P55072		9606	1
P31749_P55072	P31749	P55072		9606	1
Q16539_Q99683	Q99683	Q16539		9606	1
Q99683_Q99704	Q99683	Q99704	12087092	9606	1
Q99683_Q99704	Q99683	Q99704	10688886	9606	1
Q99683_Q99704	Q99683	Q99704	10852966	9606	1
Q99683_Q99704	Q99683	Q99704	15574499	9606	1
Q99683_Q99704	Q99683	Q99704	11042170	9606	1
P11309_Q99683	P11309	Q99683	11154276	9606	1
P11309_Q99683	P11309	Q99683	19749799	9606	1
P11309_Q99683	P11309	Q99683	12697749	9606	1
P52564_Q99683	Q99683	P52564	19369195	9606	1
P52564_Q99683	Q99683	P52564	16728640	9606	1
Q99683_Q9Y3F4	Q99683	Q9Y3F4		9606	1
P06493_Q99683	P06493	Q99683	11920685	9606	1
P31751_Q99683	P31751	Q99683	11154276	9606	1
P46734_Q99683	Q99683	P46734		9606	1
O15530_Q99683	Q99683	O15530	22544756	9606	1
O15530_Q99683	O15530	Q99683	15755722	9606	1
O15530_Q99683	O15530	Q99683	15094778	9606	1
O15530_Q99683	O15530	Q99683	11154276	9606	1
O15530_Q99683	O15530	Q99683	14500571	9606	1
O15530_Q99683	O15530	Q99683		9606	1
Q969S3_Q99683	Q99683	Q969S3		9606	1
P45985_Q99683	Q99683	P45985	15911620	9606	1
P45985_Q99683	Q99683	P45985	-	9606	1
P45985_Q99683	Q99683	P45985	19369195	9606	1
Q5SGD2_Q99683	Q5SGD2	Q99683		9606	1
P53041_Q99683	P53041	Q99683		9606	1
P45379_Q99683	Q99683	P45379		9606	1
O14965_P12755	O14965	P12755		9606	1
P12755_P31749	P31749	P12755		9606	1
O60671_P68400	P68400	O60671		9606	1
O15055_P49674	P49674	O15055		9606	1
P25054_P49674	P49674	P25054		9606	1
P25054_P49674	P49674	P25054	11689703	9606	1
P46937_P49674	P49674	P46937		9606	1
O75581_P49674	P49674	O75581		9606	1
P49674_Q13535	Q13535	P49674	10542239	9606	1
O60716_P49674	P49674	O60716		9606	1
P12259_P49674	P49674	P12259	14594814	9606	1
P49674_Q9Y6Q9	P49674	Q9Y6Q9		9606	1
P49674_Q9GZV5	P49674	Q9GZV5		9606	1
