pair_id	id_a	id_b	pair_id_clean	id_a_clean	id_b_clean	taxid_a	taxid_b	pubid
P40855_Q92968	Q92968	P40855	P40855_Q92968	Q92968	P40855	9606	9606	10704444
P28288_P40855	P28288	P40855	P28288_P40855	P28288	P40855	9606	9606	10704444
O75381_P40855	O75381	P40855	O75381_P40855	O75381	P40855	9606	9606	10704444
O96011_P40855	O96011	P40855	O96011_P40855	O96011	P40855	9606	9606	10704444
O43808_P40855	O43808	P40855	O43808_P40855	O43808	P40855	9606	9606	10704444
O75381_P40855	O75381	P40855	O75381_P40855	O75381	P40855	9606	9606	19197237
P40855-2_P56589	P56589	P40855-2	P40855_P56589	P56589	P40855	9606	9606	11883941
P40855-1_P56589	P56589	P40855-1	P40855_P56589	P56589	P40855	9606	9606	11883941
P33897_P40855-2	P33897	P40855-2	P33897_P40855	P33897	P40855	9606	9606	11883941
P33897_P40855-1	P33897	P40855-1	P33897_P40855	P33897	P40855	9606	9606	11883941
P40855-1_Q9UBJ2	Q9UBJ2	P40855-1	P40855_Q9UBJ2	Q9UBJ2	P40855	9606	9606	11883941
P40855-2_Q9UBJ2	Q9UBJ2	P40855-2	P40855_Q9UBJ2	Q9UBJ2	P40855	9606	9606	11883941
P28288_P40855-2	P28288	P40855-2	P28288_P40855	P28288	P40855	9606	9606	11883941
P28288_P40855-1	P28288	P40855-1	P28288_P40855	P28288	P40855	9606	9606	11883941
P40855_Q7Z412	Q7Z412	P40855	P40855_Q7Z412	Q7Z412	P40855	9606	9606	16763195
O75381_P40855	O75381	P40855	O75381_P40855	O75381	P40855	9606	9606	21525035
P33897_P40855	P33897	P40855	P33897_P40855	P33897	P40855	9606	9606	10777694
P40855_Q9UBJ2	Q9UBJ2	P40855	P40855_Q9UBJ2	Q9UBJ2	P40855	9606	9606	10777694
P28288_P40855	P28288	P40855	P28288_P40855	P28288	P40855	9606	9606	10777694
O43808_P40855	O43808	P40855	O43808_P40855	O43808	P40855	9606	9606	11402059
O43808_P40855	O43808	P40855	O43808_P40855	O43808	P40855	9606	9606	11402059
P46937_Q4VCS5-1	Q4VCS5-1	P46937	P46937_Q4VCS5	Q4VCS5	P46937	9606	9606	21187284
P46937_Q8IY63	Q8IY63	P46937	P46937_Q8IY63	Q8IY63	P46937	9606	9606	21187284
P46937_Q9Y2J4	Q9Y2J4	P46937	P46937_Q9Y2J4	Q9Y2J4	P46937	9606	9606	21187284
P46937_Q16621	Q16621	P46937	P46937_Q16621	Q16621	P46937	9606	9606	9305852
P46937_Q15678	Q15678	P46937	P46937_Q15678	Q15678	P46937	9606	9606	22525271
O15350_P46937	O15350	P46937	O15350_P46937	O15350	P46937	9606	9606	18280240
P46937_Q01196	Q01196	P46937	P46937_Q01196	Q01196	P46937	9606	9606	18280240
P31946_P46937	P31946	P46937	P31946_P46937	P31946	P46937	9606	9606	17974916
P46937_Q99594	Q99594	P46937	P46937_Q99594	Q99594	P46937	9606	9606	18579750
P28347_P46937	P28347	P46937	P28347_P46937	P28347	P46937	9606	9606	18579750
P46937_Q15561	Q15561	P46937	P46937_Q15561	Q15561	P46937	9606	9606	18579750
P46937_Q15562	Q15562	P46937	P46937_Q15562	Q15562	P46937	9606	9606	18579750
P46937_Q9NRM7	Q9NRM7	P46937	P46937_Q9NRM7	Q9NRM7	P46937	9606	9606	18158288
O95835_P46937	O95835	P46937	O95835_P46937	O95835	P46937	9606	9606	18158288
P46937_Q15678	Q15678	P46937	P46937_Q15678	Q15678	P46937	9606	9606	22948661
P51170_Q8NBP7	Q8NBP7	P51170	P51170_Q8NBP7	Q8NBP7	P51170	9606	9606	22493497
P46934_P51170	P46934	P51170	P46934_P51170	P46934	P51170	9606	9606	10642508
P51170_Q96PU5	Q96PU5	P51170	P51170_Q96PU5	Q96PU5	P51170	9606	9606	11244092
Q01094_Q14186	Q14186	Q01094	Q01094_Q14186	Q14186	Q01094	9606	9606	16360038
P06400_Q01094	P06400	Q01094	P06400_Q01094	P06400	Q01094	9606	9606	16360038
Q01094_Q9UPP1	Q9UPP1	Q01094	Q01094_Q9UPP1	Q9UPP1	Q01094	9606	9606	20622854
Q01094_Q9Y4A5	Q9Y4A5	Q01094	Q01094_Q9Y4A5	Q9Y4A5	Q01094	9606	9606	11418595
O60934_Q01094	O60934	Q01094	O60934_Q01094	O60934	Q01094	9606	9606	11486038
Q01094_Q14684	Q14684	Q01094	Q01094_Q14684	Q14684	Q01094	9606	9606	20040599
Q01094_Q13263	Q13263	Q01094	Q01094_Q13263	Q13263	Q01094	9606	9606	17704056
Q01094_Q13547	Q13547	Q01094	Q01094_Q13547	Q13547	Q01094	9606	9606	17704056
Q01094_Q5H9I0	Q5H9I0	Q01094	Q01094_Q5H9I0	Q5H9I0	Q01094	9606	9606	17062573
Q01094_Q13490	Q13490	Q01094	Q01094_Q13490	Q13490	Q01094	9606	9606	21653699
P43026_Q13253	P43026	Q13253	P43026_Q13253	P43026	Q13253	9606	9606	24098149
P12643_Q13253	P12643	Q13253	P12643_Q13253	P12643	Q13253	9606	9606	8752214
P12644_Q13253	P12644	Q13253	P12644_Q13253	P12644	Q13253	9606	9606	8752214
Q13253_Q13873	Q13873	Q13253	Q13253_Q13873	Q13873	Q13253	9606	9606	21976273
P43026_Q13253	P43026	Q13253	P43026_Q13253	P43026	Q13253	9606	9606	21976273
A2RUB6_Q15154	A2RUB6	Q15154	A2RUB6_Q15154	A2RUB6	Q15154	9606	9606	28235840
Q15154_Q96RK4	Q96RK4	Q15154	Q15154_Q96RK4	Q96RK4	Q15154	9606	9606	18000879
Q15154_Q9BXC9	Q9BXC9	Q15154	Q15154_Q9BXC9	Q9BXC9	Q15154	9606	9606	18000879
Q15154_Q8NFJ9	Q8NFJ9	Q15154	Q15154_Q8NFJ9	Q8NFJ9	Q15154	9606	9606	18000879
Q15154_Q96RK4	Q96RK4	Q15154	Q15154_Q96RK4	Q96RK4	Q15154	9606	9606	15107855
Q15154_Q96RK4	Q96RK4	Q15154	Q15154_Q96RK4	Q96RK4	Q15154	9606	9606	15107855
Q15154_Q96RK4	Q96RK4	Q15154	Q15154_Q96RK4	Q96RK4	Q15154	9606	9606	17574030
Q15154_Q8TAM2	Q8TAM2	Q15154	Q15154_Q8TAM2	Q8TAM2	Q15154	9606	9606	14520415
Q15154_Q9NPB6	Q9NPB6	Q15154	Q15154_Q9NPB6	Q9NPB6	Q15154	9606	9606	20719959
O95166_Q15154	O95166	Q15154	O95166_Q15154	O95166	Q15154	9606	9606	24089205
Q15154_Q9GZQ8	Q9GZQ8	Q15154	Q15154_Q9GZQ8	Q9GZQ8	Q15154	9606	9606	24089205
P60520_Q15154	P60520	Q15154	P60520_Q15154	P60520	Q15154	9606	9606	24089205
Q15154_Q9H0I3	Q9H0I3	Q15154	Q15154_Q9H0I3	Q9H0I3	Q15154	9606	9606	25074808
Q15154_Q9UPN4	Q9UPN4	Q15154	Q15154_Q9UPN4	Q9UPN4	Q15154	9606	9606	24550735
A4D1P6_Q562E7	A4D1P6	Q562E7	A4D1P6_Q562E7	A4D1P6	Q562E7	9606	9606	26783301
Q13501_Q562E7	Q13501	Q562E7	Q13501_Q562E7	Q13501	Q562E7	9606	9606	28404643
Q562E7_Q9BXW4	Q9BXW4	Q562E7	Q562E7_Q9BXW4	Q9BXW4	Q562E7	9606	9606	28404643
A4D1P6_Q562E7	A4D1P6	Q562E7	A4D1P6_Q562E7	A4D1P6	Q562E7	9606	9606	27126989
Q13564_Q8TBC4	Q13564	Q8TBC4	Q13564_Q8TBC4	Q13564	Q8TBC4	9606	9606	12740388
P61081_Q8TBC4	P61081	Q8TBC4	P61081_Q8TBC4	P61081	Q8TBC4	9606	9606	15361859
Q8TBC4_Q969M7	Q969M7	Q8TBC4	Q8TBC4_Q969M7	Q969M7	Q8TBC4	9606	9606	19250909
Q13564_Q8TBC4	Q13564	Q8TBC4	Q13564_Q8TBC4	Q13564	Q8TBC4	9606	9606	10722740
Q16531_Q92466	Q16531	Q92466	Q16531_Q92466	Q16531	Q92466	9606	9606	16949367
Q16531_Q92466	Q16531	Q92466	Q16531_Q92466	Q16531	Q92466	9606	9606	12732143
Q92466_complex portal:CPX-900	complex portal:CPX-900	Q92466	_Q92466		Q92466	9606	9606	11564863
O60885_Q96QE3	O60885	Q96QE3	O60885_Q96QE3	O60885	Q96QE3	9606	9606	21555454
P35249_Q96QE3	P35249	Q96QE3	P35249_Q96QE3	P35249	Q96QE3	9606	9606	23277426
Q99788_Q99969	Q99969	Q99788	Q99788_Q99969	Q99969	Q99788	9606	9606	14530373
P55072_Q9BQE4	P55072	Q9BQE4	P55072_Q9BQE4	P55072	Q9BQE4	9606	9606	15215856
Q9BQE4_Q9BUN8	Q9BUN8	Q9BQE4	Q9BQE4_Q9BUN8	Q9BUN8	Q9BQE4	9606	9606	15215856
P54252_Q9BQE4	P54252	Q9BQE4	P54252_Q9BQE4	P54252	Q9BQE4	9606	9606	17000876
O95835_Q9H093	O95835	Q9H093	O95835_Q9H093	O95835	Q9H093	9606	9606	19927127
Q96R06_Q9H816	Q96R06	Q9H816	Q96R06_Q9H816	Q96R06	Q9H816	9606	9606	19197158
Q15554_Q9H816	Q15554	Q9H816	Q15554_Q9H816	Q15554	Q9H816	9606	9606	20655466
Q15554_Q9H816	Q15554	Q9H816	Q15554_Q9H816	Q15554	Q9H816	9606	9606	20479256
Q15554_Q9H816	Q15554	Q9H816	Q15554_Q9H816	Q15554	Q9H816	9606	9606	16730175
Q15554_Q9H816	Q15554	Q9H816	Q15554_Q9H816	Q15554	Q9H816	9606	9606	18202258
Q9H816_complex portal:CPX-152	complex portal:CPX-152	Q9H816	_Q9H816		Q9H816	9606	9606	18202258
Q99959_Q9UI47	Q99959	Q9UI47	Q99959_Q9UI47	Q99959	Q9UI47	9606	9606	23136403
P35222_Q9UI47	P35222	Q9UI47	P35222_Q9UI47	P35222	Q9UI47	9606	9606	23136403
P14923_Q9UI47	P14923	Q9UI47	P14923_Q9UI47	P14923	Q9UI47	9606	9606	23136403
Q9UI47_Q9Y446	Q9Y446	Q9UI47	Q9UI47_Q9Y446	Q9Y446	Q9UI47	9606	9606	23136403
P35222_Q9UI47	P35222	Q9UI47	P35222_Q9UI47	P35222	Q9UI47	9606	9606	11590244
Q92797_Q9UKF6	Q92797	Q9UKF6	Q92797_Q9UKF6	Q92797	Q9UKF6	9606	9606	18688255
Q9P2I0_Q9UKF6	Q9P2I0	Q9UKF6	Q9P2I0_Q9UKF6	Q9P2I0	Q9UKF6	9606	9606	18688255
P33240_Q9UKF6	P33240	Q9UKF6	P33240_Q9UKF6	P33240	Q9UKF6	9606	9606	18688255
Q9H6E5_Q9UKF6	Q9H6E5	Q9UKF6	Q9H6E5_Q9UKF6	Q9H6E5	Q9UKF6	9606	9606	21102410
Q9H6E5_Q9UKF6	Q9H6E5	Q9UKF6	Q9H6E5_Q9UKF6	Q9H6E5	Q9UKF6	9606	9606	18288197
Q9BVV7_Q9Y2R0	Q9BVV7	Q9Y2R0	Q9BVV7_Q9Y2R0	Q9BVV7	Q9Y2R0	9606	9606	26321642
P18206_Q9Y3I0	P18206	Q9Y3I0	P18206_Q9Y3I0	P18206	Q9Y3I0	9606	9606	15163412
O00270_P01116-2	P01116-2	O00270	O00270_P01116	P01116	O00270	9606	9606	28619714
O14737_Q9BZS1	Q9BZS1	O14737	O14737_Q9BZS1	Q9BZS1	O14737	9606	9606	24012345
O14737_P07437	P07437	O14737	O14737_P07437	P07437	O14737	9606	9606	24375412
O14737_P48643	P48643	O14737	O14737_P48643	P48643	O14737	9606	9606	24375412
P01100_P84022	P84022	P01100	P01100_P84022	P84022	P01100	9606	9606	9732876
P03952_P05154	P05154	P03952	P03952_P05154	P05154	P03952	9606	9606	2844223
P07766_P09693	P07766	P09693	P07766_P09693	P07766	P09693	9606	9606	9485181
P12980_Q09472	Q09472	P12980	P12980_Q09472	Q09472	P12980	9606	9606	18160048
P12980_P16220	P16220	P12980	P12980_P16220	P16220	P12980	9606	9606	18160048
P12980_P19838	P19838	P12980	P12980_P19838	P19838	P12980	9606	9606	10023675
P29459_P29460	P29460	P29459	P29459_P29460	P29460	P29459	9606	9606	11023671
P29459_P29460	P29460	P29459	P29459_P29460	P29460	P29459	9606	9606	1674604
P29459_Q14213	Q14213	P29459	P29459_Q14213	Q14213	P29459	9606	9606	9342359
P32243_P48436	P48436	P32243	P32243_P48436	P48436	P32243	9606	9606	20530484
P35249_P40937	P40937	P35249	P35249_P40937	P40937	P35249	9606	9606	9488738
P35249_P40938	P40938	P35249	P35249_P40938	P40938	P35249	9606	9606	9488738
P35249_Q96QE3	Q96QE3	P35249	P35249_Q96QE3	Q96QE3	P35249	9606	9606	23277426
P54619_Q9Y484	Q9Y484	P54619	P54619_Q9Y484	Q9Y484	P54619	9606	9606	28561066
P54619_Q8TF40	Q8TF40	P54619	P54619_Q8TF40	Q8TF40	P54619	9606	9606	17028174
P54619_Q9P278	Q9P278	P54619	P54619_Q9P278	Q9P278	P54619	9606	9606	18403135
P55036_Q9UMX0	Q9UMX0	P55036	P55036_Q9UMX0	Q9UMX0	P55036	9606	9606	15147878
P55036_Q5TDH0	Q5TDH0	P55036	P55036_Q5TDH0	Q5TDH0	P55036	9606	9606	29290612
Q05639_Q9UBF8	Q9UBF8	Q05639	Q05639_Q9UBF8	Q9UBF8	Q05639	9606	9606	17088255
P04637_Q13315	P04637	Q13315	P04637_Q13315	P04637	Q13315	9606	9606	9733515
Q13315_Q13315	Q13315	Q13315	Q13315_Q13315	Q13315	Q13315	9606	9606	15790808
Q13315_Q92499	Q92499	Q13315	Q13315_Q92499	Q92499	Q13315	9606	9606	18710941
Q13315_Q6PJG6	Q6PJG6	Q13315	Q13315_Q6PJG6	Q6PJG6	Q13315	9606	9606	16452482
Q13315_Q9NRC8	Q9NRC8	Q13315	Q13315_Q9NRC8	Q9NRC8	Q13315	9606	9606	30944854
P54274-2_Q13315	P54274-2	Q13315	P54274_Q13315	P54274	Q13315	9606	9606	11375976
P54274_Q13315	P54274	Q13315	P54274_Q13315	P54274	Q13315	9606	9606	11375976
P54274-1_Q13315	P54274-1	Q13315	P54274_Q13315	P54274	Q13315	9606	9606	11375976
Q13315_Q9Y4R8	Q9Y4R8	Q13315	Q13315_Q9Y4R8	Q9Y4R8	Q13315	9606	9606	20864032
Q13315_Q6PJG6	Q6PJG6	Q13315	Q13315_Q6PJG6	Q6PJG6	Q13315	9606	9606	22977523
P06400_Q13574-2	P06400	Q13574-2	P06400_Q13574	P06400	Q13574	9606	9606	16286473
Q08999_Q13574-2	Q08999	Q13574-2	Q08999_Q13574	Q08999	Q13574	9606	9606	16286473
P28749_Q13574-2	P28749	Q13574-2	P28749_Q13574	P28749	Q13574	9606	9606	16286473
Q13285_Q13574	Q13285	Q13574	Q13285_Q13574	Q13285	Q13574	9606	9606	17664281
Q13574_Q99755	Q99755	Q13574	Q13574_Q99755	Q99755	Q13574	9606	9606	15157668
Q13277_Q15833	Q13277	Q15833	Q13277_Q15833	Q13277	Q15833	9606	9606	18588921
O75558_Q15833	O75558	Q15833	O75558_Q15833	O75558	Q15833	9606	9606	19804848
Q567U6_Q9UBI1	Q9UBI1	Q567U6	Q567U6_Q9UBI1	Q9UBI1	Q567U6	9606	9606	25355947
Q567U6_Q8N668	Q8N668	Q567U6	Q567U6_Q8N668	Q8N668	Q567U6	9606	9606	25355947
Q567U6_Q9H0A8	Q9H0A8	Q567U6	Q567U6_Q9H0A8	Q9H0A8	Q567U6	9606	9606	25355947
Q567U6_Q86X83	Q86X83	Q567U6	Q567U6_Q86X83	Q86X83	Q567U6	9606	9606	25355947
Q567U6_Q9Y4E1	Q9Y4E1	Q567U6	Q567U6_Q9Y4E1	Q9Y4E1	Q567U6	9606	9606	25355947
Q567U6_Q7Z4G1	Q7Z4G1	Q567U6	Q567U6_Q7Z4G1	Q7Z4G1	Q567U6	9606	9606	25355947
Q567U6_Q9GZQ3	Q9GZQ3	Q567U6	Q567U6_Q9GZQ3	Q9GZQ3	Q567U6	9606	9606	25355947
O60826_Q567U6	O60826	Q567U6	O60826_Q567U6	O60826	Q567U6	9606	9606	25355947
Q567U6_Q86VX2	Q86VX2	Q567U6	Q567U6_Q86VX2	Q86VX2	Q567U6	9606	9606	25355947
Q567U6_Q9NX08	Q9NX08	Q567U6	Q567U6_Q9NX08	Q9NX08	Q567U6	9606	9606	25355947
Q567U6_Q9P000	Q9P000	Q567U6	Q567U6_Q9P000	Q9P000	Q567U6	9606	9606	25355947
Q567U6_Q9Y6G5	Q9Y6G5	Q567U6	Q567U6_Q9Y6G5	Q9Y6G5	Q567U6	9606	9606	25355947
A8K0Z3_Q567U6	A8K0Z3	Q567U6	A8K0Z3_Q567U6	A8K0Z3	Q567U6	9606	9606	25355947
Q567U6_Q8N9S9	Q8N9S9	Q567U6	Q567U6_Q8N9S9	Q8N9S9	Q567U6	9606	9606	28892079
Q15036_Q567U6	Q15036	Q567U6	Q15036_Q567U6	Q15036	Q567U6	9606	9606	28892079
P36405_Q5TEA3	P36405	Q5TEA3	P36405_Q5TEA3	P36405	Q5TEA3	9606	9606	22085962
P62699_Q6VN20	P62699	Q6VN20	P62699_Q6VN20	P62699	Q6VN20	9606	9606	20580816
Q86XR7_Q8IUC6	Q8IUC6	Q86XR7	Q86XR7_Q8IUC6	Q8IUC6	Q86XR7	9606	9606	25736436
Q7L804_Q86XR7	Q7L804	Q86XR7	Q7L804_Q86XR7	Q7L804	Q86XR7	9606	9606	30883606
Q8N5T2_Q9H492	Q9H492	Q8N5T2	Q8N5T2_Q9H492	Q9H492	Q8N5T2	9606	9606	22354992
Q8N5T2_Q9H0R8	Q9H0R8	Q8N5T2	Q8N5T2_Q9H0R8	Q9H0R8	Q8N5T2	9606	9606	22354992
Q8N841_Q9BYV8	Q8N841	Q9BYV8	Q8N841_Q9BYV8	Q8N841	Q9BYV8	9606	9606	22246503
Q9H211_Q9UFC0	Q9H211	Q9UFC0	Q9H211_Q9UFC0	Q9H211	Q9UFC0	9606	9606	20932478
Q13416_Q9UFC0	Q13416	Q9UFC0	Q13416_Q9UFC0	Q13416	Q9UFC0	9606	9606	20932478
O75496_Q9UFC0	O75496	Q9UFC0	O75496_Q9UFC0	O75496	Q9UFC0	9606	9606	20932478
P05362_Q9UHI5	P05362	Q9UHI5	P05362_Q9UHI5	P05362	Q9UHI5	9606	9606	12716892
Q8TBR7_Q9UJ14-5	Q8TBR7	Q9UJ14-5	Q8TBR7_Q9UJ14	Q8TBR7	Q9UJ14	9606	9606	12270127
P68036_Q9Y4X5	P68036	Q9Y4X5	P68036_Q9Y4X5	P68036	Q9Y4X5	9606	9606	24076655
O60573_Q9Y4X5	O60573	Q9Y4X5	O60573_Q9Y4X5	O60573	Q9Y4X5	9606	9606	14623119
P68036_Q9Y4X5	P68036	Q9Y4X5	P68036_Q9Y4X5	P68036	Q9Y4X5	9606	9606	11278816
P68036_Q9Y4X5	P68036	Q9Y4X5	P68036_Q9Y4X5	P68036	Q9Y4X5	9606	9606	23707686
P68036_Q9Y4X5	P68036	Q9Y4X5	P68036_Q9Y4X5	P68036	Q9Y4X5	9606	9606	27565346
P68036_Q9Y4X5	P68036	Q9Y4X5	P68036_Q9Y4X5	P68036	Q9Y4X5	9606	9606	21532592
O75925_P35520	P35520	O75925	O75925_P35520	P35520	O75925	9606	9606	17087506
O75925_P52952	P52952	O75925	O75925_P52952	P52952	O75925	9606	9606	18579533
O75925_Q13330	Q13330	O75925	O75925_Q13330	Q13330	O75925	9606	9606	21965678
G2XKQ0_O75925	G2XKQ0	O75925	G2XKQ0_O75925	G2XKQ0	O75925	9606	9606	27211601
O94763_Q9Y4R8	Q9Y4R8	O94763	O94763_Q9Y4R8	Q9Y4R8	O94763	9606	9606	20864032
O94763_Q9NPF5	Q9NPF5	O94763	O94763_Q9NPF5	Q9NPF5	O94763	9606	9606	15367675
O94763_Q9UBK9	Q9UBK9	O94763	O94763_Q9UBK9	Q9UBK9	O94763	9606	9606	21730289
O94763_P13984	P13984	O94763	O94763_P13984	P13984	O94763	9606	9606	12737519
O94763_P35269	P35269	O94763	O94763_P35269	P35269	O94763	9606	9606	12737519
O94763_P19388	P19388	O94763	O94763_P19388	P19388	O94763	9606	9606	12737519
O94763_Q92574	Q92574	O94763	O94763_Q92574	Q92574	O94763	9606	9606	28561026
O94763_P49815	P49815	O94763	O94763_P49815	P49815	O94763	9606	9606	28561026
O94763_P23443	P23443	O94763	O94763_P23443	P23443	O94763	9606	9606	17936702
O94763_Q9ULZ2	Q9ULZ2	O94763	O94763_Q9ULZ2	Q9ULZ2	O94763	9606	9606	17936702
O94763_P36873	P36873	O94763	O94763_P36873	P36873	O94763	9606	9606	17936702
O94763_Q9NQP4	Q9NQP4	O94763	O94763_Q9NQP4	Q9NQP4	O94763	9606	9606	17936702
O94763_Q9UHV9	Q9UHV9	O94763	O94763_Q9UHV9	Q9UHV9	O94763	9606	9606	17936702
A8K0Z3_P14373	A8K0Z3	P14373	A8K0Z3_P14373	A8K0Z3	P14373	9606	9606	23452853
P14373_P60228	P60228	P14373	P14373_P60228	P60228	P14373	9606	9606	10504338
P14373_P14373	P14373	P14373	P14373_P14373	P14373	P14373	9606	9606	17156811
P14373_Q9Y6B2	Q9Y6B2	P14373	P14373_Q9Y6B2	Q9Y6B2	P14373	9606	9606	15837424
P14373_P29590-4	P29590-4	P14373	P14373_P29590	P29590	P14373	9606	9606	9570750
P26641_P49589	P49589	P26641	P26641_P49589	P49589	P26641	9606	9606	10908348
P32856_P61764	P61764	P32856	P32856_P61764	P61764	P32856	9606	9606	12773094
O00186_P32856	O00186	P32856	O00186_P32856	O00186	P32856	9606	9606	12773094
P98168_Q2QGD7	Q2QGD7	P98168	P98168_Q2QGD7	Q2QGD7	P98168	9606	9606	17696781
P98168_Q2QGD7	Q2QGD7	P98168	P98168_Q2QGD7	Q2QGD7	P98168	9606	9606	17493635
P98168_P98168	P98168	P98168	P98168_P98168	P98168	P98168	9606	9606	17493635
O43318_Q01974	O43318	Q01974	O43318_Q01974	O43318	Q01974	9606	9606	18762249
Q01974_Q9H1J7	Q9H1J7	Q01974	Q01974_Q9H1J7	Q9H1J7	Q01974	9606	9606	19486338
Q5HYK3_Q9Y3A0	Q9Y3A0	Q5HYK3	Q5HYK3_Q9Y3A0	Q9Y3A0	Q5HYK3	9606	9606	25152161
P55072_Q5VVQ6	P55072	Q5VVQ6	P55072_Q5VVQ6	P55072	Q5VVQ6	9606	9606	19818707
Q5VVQ6_Q9BUN8	Q9BUN8	Q5VVQ6	Q5VVQ6_Q9BUN8	Q9BUN8	Q5VVQ6	9606	9606	19818707
Q5VVQ6_Q96CS3	Q96CS3	Q5VVQ6	Q5VVQ6_Q96CS3	Q96CS3	Q5VVQ6	9606	9606	19818707
Q5VVQ6_Q86TM6	Q86TM6	Q5VVQ6	Q5VVQ6_Q86TM6	Q86TM6	Q5VVQ6	9606	9606	24068323
Q86Z14_Q9NSA1	Q9NSA1	Q86Z14	Q86Z14_Q9NSA1	Q9NSA1	Q86Z14	9606	9606	19117008
P22455_Q86Z14	P22455	Q86Z14	P22455_Q86Z14	P22455	Q86Z14	9606	9606	17627937
Q86Z14_Q9NSA1	Q9NSA1	Q86Z14	Q86Z14_Q9NSA1	Q9NSA1	Q86Z14	9606	9606	18829467
O95750_Q86Z14	O95750	Q86Z14	O95750_Q86Z14	O95750	Q86Z14	9606	9606	18829467
O00327_Q8IV76	O00327	Q8IV76	O00327_Q8IV76	O00327	Q8IV76	9606	9606	25936801
P22033_Q8IVH4	P22033	Q8IVH4	P22033_Q8IVH4	P22033	Q8IVH4	9606	9606	28497574
P22033_Q8IVH4	P22033	Q8IVH4	P22033_Q8IVH4	P22033	Q8IVH4	9606	9606	20876572
Q8IY21_Q9NPD3	Q9NPD3	Q8IY21	Q8IY21_Q9NPD3	Q9NPD3	Q8IY21	9606	9606	21791617
Q8IY21_Q96C10	Q96C10	Q8IY21	Q8IY21_Q96C10	Q96C10	Q8IY21	9606	9606	21791617
O95786_Q8IY21	O95786	Q8IY21	O95786_Q8IY21	O95786	Q8IY21	9606	9606	21791617
Q8IY21_Q9Y3B2	Q9Y3B2	Q8IY21	Q8IY21_Q9Y3B2	Q9Y3B2	Q8IY21	9606	9606	21791617
Q8IY21_Q9BYX4	Q9BYX4	Q8IY21	Q8IY21_Q9BYX4	Q9BYX4	Q8IY21	9606	9606	21791617
O75340_Q92734	O75340	Q92734	O75340_Q92734	O75340	Q92734	9606	9606	27813252
Q92734_Q96JE7	Q96JE7	Q92734	Q92734_Q96JE7	Q96JE7	Q92734	9606	9606	21478858
Q8N3Y1_Q92918	Q8N3Y1	Q92918	Q8N3Y1_Q92918	Q8N3Y1	Q92918	9606	9606	24362026
P16104_Q99504	P16104	Q99504	P16104_Q99504	P16104	Q99504	9606	9606	19234442
Q13618_Q9BYZ6	Q13618	Q9BYZ6	Q13618_Q9BYZ6	Q13618	Q9BYZ6	9606	9606	29276004
P08238_Q9BYZ6	P08238	Q9BYZ6	P08238_Q9BYZ6	P08238	Q9BYZ6	9606	9606	26517842
P07900_Q9BYZ6	P07900	Q9BYZ6	P07900_Q9BYZ6	P07900	Q9BYZ6	9606	9606	26517842
Q99704_Q9H3Y6	Q99704	Q9H3Y6	Q99704_Q9H3Y6	Q99704	Q9H3Y6	9606	9606	23822091
P55072_Q9H867	P55072	Q9H867	P55072_Q9H867	P55072	Q9H867	9606	9606	23349634
Q9BZE9_Q9H867	Q9BZE9	Q9H867	Q9BZE9_Q9H867	Q9BZE9	Q9H867	9606	9606	23349634
Q9BZV1_Q9H867	Q9BZV1	Q9H867	Q9BZV1_Q9H867	Q9BZV1	Q9H867	9606	9606	23349634
Q3KRA9_Q9H867	Q3KRA9	Q9H867	Q3KRA9_Q9H867	Q3KRA9	Q9H867	9606	9606	22948820
P55072_Q9H867	P55072	Q9H867	P55072_Q9H867	P55072	Q9H867	9606	9606	22948820
O96017_Q9NXV6	O96017	Q9NXV6	O96017_Q9NXV6	O96017	Q9NXV6	9606	9606	24825908
P27361_Q9NXV6	P27361	Q9NXV6	P27361_Q9NXV6	P27361	Q9NXV6	9606	9606	24825908
Q8N726_Q9NXV6	Q8N726	Q9NXV6	Q8N726_Q9NXV6	Q8N726	Q9NXV6	9606	9606	12581788
Q9P035_Q9P0L0	Q9P0L0	Q9P035	Q9P035_Q9P0L0	Q9P0L0	Q9P035	9606	9606	18160438
O95292_Q9P035	O95292	Q9P035	O95292_Q9P035	O95292	Q9P035	9606	9606	18160438
Q14318_Q9P035	Q14318	Q9P035	Q14318_Q9P035	Q14318	Q9P035	9606	9606	18160438
Q9P035_Q9UKC9	Q9UKC9	Q9P035	Q9P035_Q9UKC9	Q9UKC9	Q9P035	9606	9606	18160438
O15294_P51610	P51610	O15294	O15294_P51610	P51610	O15294	9606	9606	12670868
O15294_P51610	P51610	O15294	O15294_P51610	P51610	O15294	9606	9606	21285374
O15294_Q6N021	Q6N021	O15294	O15294_Q6N021	Q6N021	O15294	9606	9606	23222540
O15294_O43151	O43151	O15294	O15294_O43151	O43151	O15294	9606	9606	23222540
O15294_Q6N021	Q6N021	O15294	O15294_Q6N021	Q6N021	O15294	9606	9606	23353889
O15294_O43151	O43151	O15294	O15294_O43151	O43151	O15294	9606	9606	23353889
O15294_P17858	P17858	O15294	O15294_P17858	P17858	O15294	9606	9606	22923583
O15294_Q8IZD2	Q8IZD2	O15294	O15294_Q8IZD2	Q8IZD2	O15294	9606	9606	23629655
O15294_Q96ST3	Q96ST3	O15294	O15294_Q96ST3	Q96ST3	O15294	9606	9606	12150998
O15294_Q8WTV1	Q8WTV1	O15294	O15294_Q8WTV1	Q8WTV1	O15294	9606	9606	20200153
